iso3,outcome,factor,sex_name,age_name,paf,deaths_attr,deaths_lo,deaths_hi,glp1_channel,convergence
DEU,IHD,fruits,Female,45-49 years,0.0636642900797507,9.857042791205211,1.952341437609801,19.822687443196017,部分汇流-结构小部可及,0.13
DEU,IHD,fruits,Female,50-54 years,0.04738843752408,15.600224325489627,2.869911273056819,35.09648194022671,部分汇流-结构小部可及,0.13
DEU,IHD,fruits,Female,55-59 years,0.0331789623110034,24.49282840424063,3.9205498099973433,56.98692078384454,部分汇流-结构小部可及,0.13
DEU,IHD,fruits,Female,60-64 years,0.0253093315241391,37.31186232104808,5.394166316265116,89.4977923015255,部分汇流-结构小部可及,0.13
DEU,IHD,fruits,Female,65-69 years,0.022330738722795,51.79894218949196,7.439207678718565,120.7008524196748,部分汇流-结构小部可及,0.13
DEU,IHD,fruits,Female,70-74 years,0.0202733789477297,70.94517061382753,10.145930910339564,171.4568150442525,部分汇流-结构小部可及,0.13
DEU,IHD,fruits,Female,75-79 years,0.01944635485121,106.5606898099918,14.937606004948362,249.66976385243407,部分汇流-结构小部可及,0.13
DEU,IHD,fruits,Female,80-84 years,0.0205080561977365,279.80200015027845,41.94255936452371,679.209041686018,部分汇流-结构小部可及,0.13
DEU,IHD,fruits,Female,85-89 years,0.0206807946209802,410.961380360523,64.7572824847291,1010.6353894292956,部分汇流-结构小部可及,0.13
DEU,IHD,fruits,Female,90-94 years,0.0207374473413797,340.5146759714366,47.62735550009941,831.8572244438892,部分汇流-结构小部可及,0.13
DEU,IHD,fruits,Female,95+ years,0.0207964702066231,193.92574245874488,27.258127431338902,479.48468058850415,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,25-29 years,0.1736804026046916,0.6096218214823507,0.1521405723285421,1.133530005012645,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,30-34 years,0.1698058484162753,1.2763244077042926,0.3015077404770903,2.2907037785249407,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,35-39 years,0.1645712421927161,2.940548129357439,0.6838472038561494,5.039230246160037,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,40-44 years,0.1508048398870517,5.564874805930708,1.2523090559269847,9.983838607674622,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,45-49 years,0.1301710188734045,10.043905369936134,2.2652175953241422,18.2582478028236,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,50-54 years,0.1080320618653799,14.205345530315997,3.098818919031209,25.93732094509193,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,55-59 years,0.0853769803268706,16.90729906980428,3.4969501320429632,33.42548712859328,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,60-64 years,0.0687494229505405,24.61874309358807,5.34600595864503,49.30682470330225,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,65-69 years,0.0591941489094102,37.81183885174586,7.289262584519552,77.88716881731658,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,70-74 years,0.0522384680579592,56.63028632309233,10.5151983393922,117.38011393088408,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,75-79 years,0.0484728031643023,78.68304795520407,13.721015873150424,159.42681661269648,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,80-84 years,0.0475415311260413,107.45622337682364,19.92202198695054,216.09127826317564,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,85-89 years,0.0477932354197238,126.92697150585192,23.49683954002682,257.25875738162875,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,90-94 years,0.0478569133274571,77.36796641066363,14.612181181291495,161.46517863516306,部分汇流-结构小部可及,0.13
BGR,IHD,fruits,Female,95+ years,0.0479239832849563,24.47053606654816,4.582373273523578,52.0120740964546,部分汇流-结构小部可及,0.13
ROU,IHD,fruits,Female,25-29 years,0.0909932493433054,0.4572116535575549,0.1049154916032106,0.9442137039034008,部分汇流-结构小部可及,0.13
ROU,IHD,fruits,Female,30-34 years,0.0856412308430491,1.195948928344446,0.2423698792205195,2.601416004295471,部分汇流-结构小部可及,0.13
ROU,IHD,fruits,Female,35-39 years,0.0794379597463487,2.263916610335228,0.4878896175979271,4.8798124789807575,部分汇流-结构小部可及,0.13
ROU,IHD,fruits,Female,40-44 years,0.0678015540671399,4.370322171422177,0.87754609697853,9.68770169237295,部分汇流-结构小部可及,0.13
ROU,IHD,fruits,Female,45-49 years,0.0516023634794447,7.185187170843008,1.3452608578481051,17.759420373581335,部分汇流-结构小部可及,0.13
ROU,IHD,fruits,Female,50-54 years,0.0375354491415409,9.467689967539236,1.6321708008169526,26.279878129788003,部分汇流-结构小部可及,0.13
ROU,IHD,fruits,Female,55-59 years,0.0263336950265434,10.25450122949322,1.5028723901008143,30.897620876950324,部分汇流-结构小部可及,0.13
ROU,IHD,fruits,Female,60-64 years,0.0199040345548169,14.601726894326635,2.1748767609360384,44.56538431515179,部分汇流-结构小部可及,0.13
ROU,IHD,fruits,Female,65-69 years,0.0175934856649139,27.287157349507883,4.098208881222567,81.45286205397167,部分汇流-结构小部可及,0.13
ROU,IHD,fruits,Female,70-74 years,0.0159126900842014,41.37473145645067,5.700080550595297,118.58099257713138,部分汇流-结构小部可及,0.13
ROU,IHD,fruits,Female,75-79 years,0.015386857624935,52.216756341101046,5.646962071057189,145.71420270932697,部分汇流-结构小部可及,0.13
ROU,IHD,fruits,Female,80-84 years,0.0161932703133858,96.5075325847466,13.004606323708558,268.71111933170283,部分汇流-结构小部可及,0.13
ROU,IHD,fruits,Female,85-89 years,0.0164259957577998,121.10985965163016,16.584358796148287,334.08696524595973,部分汇流-结构小部可及,0.13
