iso3,sex,outcome,arm,averted_10yr,averted_yr1,averted_yr10,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,yr12,yr13,yr14,yr15,yr16,yr17,yr18,yr19,yr20,yr21,yr22,yr23,yr24,yr25,yr26,yr27,yr28,yr29,yr30
CHN,Male,IHD,glp1,163786.22549668886,2368.4582731355913,5824.050617998699,2368.4582731355913,5896.069914616877,5800.153501985595,5671.157986894716,5550.189224884845,5447.65119399759,5367.947857303312,5311.678013109602,5277.165280934656,5261.63536864426,5262.0152667490765,5275.391298754141,5299.205014717998,5331.2778779377695,5369.746141645359,5412.9669100269675,5459.4336310187355,5507.719428284792,5556.452108460711,5604.315715587698,5650.069334230153,5692.57317627361,5730.813497493276,5763.920453591272,5791.175790948793,5812.009741573129,5825.988374516601,5832.79385777493,5832.200643598102,5824.050617998699
CHN,Male,IHD,diet,558923.1504059138,0.0,33149.76247303258,0.0,326.74064082535915,790.8725909912027,1463.3655047258362,2413.0139046842232,3682.6852050542366,5266.187779300148,7104.083541480126,9103.400694836397,11166.728296429152,13213.578466039151,15188.395932523767,17058.920759591274,18810.454895915696,20439.695958843455,21949.717225440312,23346.44385638577,24636.45294307731,25825.7765769877,26919.393926501274,27921.15482631349,28833.94136176235,29659.93113841419,30400.872861534357,31058.321557380492,31633.80827310984,32128.93862038036,32545.427326828707,32885.08326752507,33149.76247303258
CHN,Male,IHD,combo,719792.6507937848,2368.4582731355913,38823.032934586285,2368.4582731355913,6220.327865627129,6585.058168732328,7123.7905457790475,7945.985780311516,9104.709473560564,10598.344591309316,12368.588818328222,14321.516755439108,16357.625603028573,18393.8524432024,20372.008952806005,22257.37790561444,24033.065139734652,25693.82353753876,27240.97901882301,28678.846680872142,30012.486529914895,31246.485791257117,32384.451968865003,33428.95228230627,34381.697606689064,35243.827118172776,36016.19887638278,36699.63074622024,37295.06583618559,37803.65792600042,38226.78630662407,38566.017316737445,38823.032934586285
CHN,Female,IHD,glp1,146149.6679375302,2035.3674131091684,5764.984966077376,2035.3674131091684,4991.128575929324,4836.985741384095,4688.732159479172,4570.205031738267,4482.803900235565,4425.610516218585,4396.283501385944,4391.629079308361,4408.111930224579,4442.245411956916,4490.835772143444,4551.091098645586,4620.627309638425,4697.410593330045,4779.672473375569,4865.824876760831,4954.392135626404,5043.9673451173585,5133.193248622119,5220.76320254826,5305.435557103716,5386.054446084658,5461.570887460839,5531.059682436986,5593.729401762364,5648.924437731039,5696.119480854133,5734.9077612410765,5764.984966077376
CHN,Female,IHD,diet,528361.6949786335,0.0,33215.77064665663,0.0,270.7517271172255,662.3084876200883,1235.740712132305,2050.645231931354,3145.715114341234,4519.6256913340185,6127.277924149064,7895.410440651816,9745.795909051783,11612.308481342625,13447.489007190918,15221.6117508756,16918.58896697976,18531.4958599041,20058.8776529514,21502.088259009062,22863.545084741432,24145.690924421884,25350.46256904141,26479.101710252464,27532.180813202634,28509.748381365323,29411.5241845611,30237.096538908314,30986.091386424843,31658.297135080444,32253.74020549562,32772.71418189909,33215.77064665663
CHN,Female,IHD,combo,671629.1305173002,2035.3674131091684,38818.85899377428,2035.3674131091684,5259.823036605143,5494.268221924314,5915.316327122389,6606.016792353941,7606.266086814692,8913.935126401484,10482.004459001706,12234.604097823496,14090.538779091323,15980.627556156716,17854.4824779731,19679.709133207565,21437.860787217505,23119.946644890588,24722.684594109887,26245.77490331477,27690.09845117305,29056.64034826262,30345.940865674987,31557.906414350495,32691.847740739817,33746.64354113978,34720.95446774457,35613.43538577086,36422.91304100235,37148.51208731928,37789.72471677512,38346.42802645522,38818.85899377428
IND,Male,IHD,glp1,95388.51793151768,1235.789295741939,3563.6672334419563,1235.789295741939,3095.960118209594,3059.5397628258215,3024.2396110387053,3000.3773809896084,2986.571537260781,2981.5455952524208,2984.270903232391,2993.8956562487874,3009.6836691924836,3030.967236664379,3057.1121451854706,3087.492559051141,3121.473763877293,3158.4011135047767,3197.5938674111385,3238.3428962656762,3279.911467968719,3321.538510002196,3362.443883736152,3401.8353094519116,3438.916652366752,3472.8973234475125,3503.002567226067,3528.484405960189,3548.6329902647994,3562.788077291334,3570.350325982552,3570.7920724251308,3563.6672334419563
IND,Male,IHD,diet,444832.02891782636,0.0,25439.974373718258,0.0,285.7411334643839,702.9614425745094,1307.6969763351372,2150.854455567198,3257.5145794658456,4609.870304657961,6148.024717968889,7789.647707772441,9454.407504652743,11079.705986443674,12624.930677357828,14068.477642955491,15402.338579138042,16626.987175217597,17747.506286809687,18770.98622927931,19704.918847436784,20556.28344724956,21331.081903886283,22034.152501148637,22669.150556324515,23238.625204388052,23744.148946464527,24186.47376686195,24565.698148840107,24881.43557755486,25132.978725152556,25319.455519139534,25439.974373718258
IND,Male,IHD,combo,538774.3357672739,1235.789295741939,28936.201736062532,1235.789295741939,3380.3414973915787,3759.131073896773,4325.773898960557,5141.298007827019,6229.349151657894,7571.001839351957,9105.675066888216,10750.605389426113,12425.094449668308,14066.129289370147,15632.592811730457,17102.288903601468,18466.54722194234,19725.127754037036,20882.361969635356,21944.560958292568,22918.416692084633,23810.093957693316,24624.771311256336,25366.461235411465,26037.99786787317,26641.12178232125,27176.618394923862,27644.483672742033,28044.101273327135,28374.421444576466,28634.135573635576,28821.842245946405,28936.201736062532
IND,Female,IHD,glp1,74490.38624267315,796.2497899136506,2869.49180398765,796.2497899136506,2074.1284963618964,2094.7310009454377,2116.921532586799,2145.3021253166953,2177.993519190233,2213.715067547164,2251.5856268829666,2290.971238831873,2331.4020534886513,2372.517573088873,2414.025789614767,2455.6714330085088,2497.2114551205887,2538.396663683234,2578.9586475399556,2618.601249257801,2656.9959412986645,2693.780552940443,2728.5608694921248,2760.914679342415,2790.397878584219,2816.5522602947894,2838.9146199950483,2857.026804876048,2870.446326941019,2878.757154208608,2881.580294222571,2878.5837941104546,2869.49180398765
