outcome,iso3,coverage,PAF_diet,share_reach,flow_available,pif_med_pop,pif_resid_pop,averted_med_raw,averted_med_samebase,spillover_nondiet,averted_resid_samebase,flow_ratio
IschStroke,BRA,0.1,0.12635426684681525,0.5254442649434572,True,0.004182382730463359,0.008491504331546818,0.03310044713831344,0.03310044713831344,0.0,0.06720393812930305,0.06299516303955732
IschStroke,BRA,0.2,0.12635426684681525,0.5254442649434572,True,0.008364765460926718,0.016983008663093636,0.06620089427662688,0.06620089427662688,0.0,0.1344078762586061,0.12599032607911465
IschStroke,BRA,0.5,0.12635426684681525,0.5254442649434572,True,0.020911913652316795,0.04245752165773409,0.16550223569156722,0.16550223569156722,0.0,0.33601969064651516,0.31497581519778667
IschStroke,CAN,0.05,0.08100600543064265,0.6647058823529411,True,0.002046057954360875,0.004154117664914503,0.02525810208124273,0.02525810208124273,0.0,0.05128160119525038,0.03799891463549791
IschStroke,CAN,0.1,0.08100600543064265,0.6647058823529411,True,0.00409211590872175,0.008308235329829007,0.05051620416248546,0.05051620416248546,0.0,0.10256320239050076,0.07599782927099583
IschStroke,CAN,0.2,0.08100600543064265,0.6647058823529411,True,0.0081842318174435,0.016616470659658013,0.10103240832497092,0.10103240832497092,0.0,0.20512640478100153,0.15199565854199165
IschStroke,CAN,0.5,0.08100600543064265,0.6647058823529411,True,0.020460579543608748,0.04154117664914503,0.2525810208124273,0.2525810208124273,0.0,0.5128160119525038,0.3799891463549791
IschStroke,CHN,0.05,0.18189907013649262,0.7631183867597074,True,0.0010050077739533674,0.0020404703289356244,0.005525084725277782,0.005525084725277782,0.0,0.011217596260412466,0.007240141007135154
IschStroke,CHN,0.1,0.18189907013649262,0.7631183867597074,True,0.0020100155479067347,0.004080940657871249,0.011050169450555564,0.011050169450555564,0.0,0.02243519252082493,0.014480282014270308
IschStroke,CHN,0.2,0.18189907013649262,0.7631183867597074,True,0.0040200310958134694,0.008161881315742497,0.022100338901111127,0.022100338901111127,0.0,0.04487038504164986,0.028960564028540615
IschStroke,CHN,0.5,0.18189907013649262,0.7631183867597074,True,0.010050077739533673,0.02040470328935624,0.05525084725277782,0.05525084725277782,0.0,0.11217596260412463,0.07240141007135154
IschStroke,DEU,0.05,0.0877349078622446,0.625782768300583,True,0.002091069561717321,0.004245504867729105,0.02383395176069002,0.02383395176069002,0.0,0.04839014448382518,0.03808662201647878
IschStroke,DEU,0.1,0.0877349078622446,0.625782768300583,True,0.004182139123434642,0.00849100973545821,0.04766790352138004,0.04766790352138004,0.0,0.09678028896765035,0.07617324403295755
IschStroke,DEU,0.2,0.0877349078622446,0.625782768300583,True,0.008364278246869285,0.01698201947091642,0.09533580704276008,0.09533580704276008,0.0,0.1935605779353007,0.1523464880659151
IschStroke,DEU,0.5,0.0877349078622446,0.625782768300583,True,0.020910695617173212,0.04245504867729106,0.2383395176069002,0.2383395176069002,0.0,0.4839014448382518,0.3808662201647877
IschStroke,EGY,0.05,0.05281696639024124,0.6455360106206439,True,0.002694569126771731,0.005470791863445635,0.051017112699407036,0.051017112699407036,0.0,0.1035801985109173,0.07903062239759043
IschStroke,EGY,0.1,0.05281696639024124,0.6455360106206439,True,0.005389138253543462,0.01094158372689127,0.10203422539881407,0.10203422539881407,0.0,0.2071603970218346,0.15806124479518086
