iso3,arm,coverage,med,yr
NGA,glp1,0.50,7929.262363817304,4
NGA,glp1,afford,6342.234912753509,4
NZL,combo,0.20,395.9067742618242,4
NZL,combo,0.50,947.9951440371784,4
NZL,combo,afford,1868.375166607855,4
NZL,diet,0.20,27.90638346251626,4
NZL,diet,0.50,27.90638346251626,4
NZL,diet,afford,27.90638346251626,4
NZL,glp1,0.20,368.48198082043,4
NZL,glp1,0.50,921.2871616936654,4
NZL,glp1,afford,1842.846909756844,4
ROU,combo,0.20,3698.41696518949,4
ROU,combo,0.50,8250.458201302636,4
ROU,combo,afford,15865.011274895494,4
ROU,diet,0.20,670.5668510092485,4
ROU,diet,0.50,670.5668510092485,4
ROU,diet,afford,670.5668510092485,4
ROU,glp1,0.20,3036.4488029667004,4
ROU,glp1,0.50,7601.348441802796,4
ROU,glp1,afford,15237.224866987348,4
TUR,combo,0.20,7405.435344174279,4
TUR,combo,0.50,17973.231216541186,4
TUR,combo,afford,35621.636085688384,4
TUR,diet,0.20,368.93729368419736,4
TUR,diet,0.50,368.93729368419736,4
TUR,diet,afford,368.93729368419736,4
TUR,glp1,0.20,7043.082185110845,4
TUR,glp1,0.50,17620.689967961785,4
TUR,glp1,afford,35285.27497090593,4
USA,combo,0.20,29384.03343325117,4
USA,combo,0.50,70778.28174473862,4
USA,combo,afford,139802.95864449616,4
USA,diet,0.20,1796.38481354362,4
USA,diet,0.50,1796.38481354362,4
USA,diet,afford,1796.38481354362,4
USA,glp1,0.20,27619.188355302555,4
USA,glp1,0.50,69060.36547287737,4
USA,glp1,afford,138162.23661922626,4
ZAF,combo,0.20,1809.2240082336773,4
ZAF,combo,0.50,4506.585248872319,4
ZAF,combo,afford,7204.949720401248,4
ZAF,diet,0.20,11.540534334831136,4
ZAF,diet,0.50,11.540534334831136,4
ZAF,diet,afford,11.540534334831136,4
ZAF,glp1,0.20,1797.848629697511,4
ZAF,glp1,0.50,4495.456054824354,4
ZAF,glp1,afford,7194.064844979527,4
AUS,combo,0.20,1833.8008502302323,5
AUS,combo,0.50,4292.7388670186265,5
AUS,combo,afford,8395.112915176507,5
AUS,diet,0.20,195.53654091530825,5
AUS,diet,0.50,195.53654091530825,5
AUS,diet,afford,195.53654091530825,5
AUS,glp1,0.20,1641.436788643298,5
AUS,glp1,0.50,4105.100230418604,5
AUS,glp1,afford,8215.260552536412,5
BGD,combo,0.20,6637.916972954846,5
BGD,combo,0.50,12874.23858688902,5
BGD,combo,afford,19116.885123456388,5
BGD,diet,0.20,2483.869675612222,5
BGD,diet,0.50,2483.869675612222,5
BGD,diet,afford,2483.869675612222,5
BGD,glp1,0.20,4168.166972045692,5
BGD,glp1,0.50,10425.6240629428,5
BGD,glp1,afford,16689.353066425134,5
BGR,combo,0.20,2255.294322579353,5
BGR,combo,0.50,5044.037265670844,5
BGR,combo,afford,9708.741477678896,5
BGR,diet,0.20,400.28336780725886,5
BGR,diet,0.50,400.28336780725886,5
BGR,diet,afford,400.28336780725886,5
BGR,glp1,0.20,1860.3367284221108,5
BGR,glp1,0.50,4657.039281636726,5
BGR,glp1,afford,9334.930719764234,5
BRA,combo,0.20,14344.405368436368,5
BRA,combo,0.50,33526.54190370801,5
BRA,combo,afford,65497.65334301801,5
BRA,diet,0.20,1556.541935028923,5
BRA,diet,0.50,1556.541935028923,5
BRA,diet,afford,1556.541935028923,5
BRA,glp1,0.20,12812.657258916715,5
BRA,glp1,0.50,32031.70884261943,5
BRA,glp1,afford,64063.60726632628,5
CAN,combo,0.20,3028.8545884585465,5
CAN,combo,0.50,7292.280595795204,5
CAN,combo,afford,14404.927904083104,5
CAN,diet,0.20,188.29766659191048,5
CAN,diet,0.50,188.29766659191048,5
CAN,diet,afford,188.29766659191048,5
CAN,glp1,0.20,2843.4809406199192,5
CAN,glp1,0.50,7111.262297488411,5
CAN,glp1,afford,14231.086356398044,5
CHN,combo,0.20,94646.21596391796,5
CHN,combo,0.50,202221.92748460989,5
CHN,combo,afford,381633.2063257978,5
CHN,diet,0.20,22958.633875760075,5
CHN,diet,0.50,22958.633875760075,5
CHN,diet,afford,22958.633875760075,5
CHN,glp1,0.20,71858.29733562813,5
CHN,glp1,0.50,179689.26506228175,5
CHN,glp1,afford,359523.785888083,5
DEU,combo,0.20,12502.52180789665,5
DEU,combo,0.50,29826.50141656023,5
DEU,combo,afford,58720.95825632739,5
DEU,diet,0.20,958.477973407098,5
DEU,diet,0.50,958.477973407098,5
DEU,diet,afford,958.477973407098,5
DEU,glp1,0.20,11558.966592994468,5
DEU,glp1,0.50,28905.181936179742,5
DEU,glp1,afford,57836.30003102094,5
EGY,combo,0.20,16804.464962558915,5
EGY,combo,0.50,40916.54511015344,5
EGY,combo,afford,81303.80016031678,5
EGY,diet,0.20,778.884398799295,5
EGY,diet,0.50,778.884398799295,5
EGY,diet,afford,778.884398799295,5
EGY,glp1,0.20,16039.66043283841,5
EGY,glp1,0.50,40172.74950826012,5
EGY,glp1,afford,80594.71884300004,5
GBR,combo,0.20,6864.024633332251,5
GBR,combo,0.50,16382.059552395516,5
GBR,combo,afford,32257.7870635046,5
GBR,diet,0.20,521.7408714568082,5
GBR,diet,0.50,521.7408714568082,5
GBR,diet,afford,521.7408714568082,5
GBR,glp1,0.20,6350.914144404303,5
GBR,glp1,0.50,15881.796594586323,5
GBR,glp1,afford,31778.67374773317,5
GLB,combo,0.20,464877.5306818449,5
GLB,combo,0.50,1028564.7378247963,5
GLB,combo,afford,1968633.9213202416,5
GLB,diet,0.20,89233.31300691422,5
GLB,diet,0.50,89233.31300691422,5
GLB,diet,afford,89233.31300691422,5
GLB,glp1,0.20,376472.9794824844,5
GLB,glp1,0.50,941398.2818254476,5
GLB,glp1,afford,1883517.450312847,5
IND,combo,0.20,42688.0088268793,5
IND,combo,0.50,87616.87639574677,5
IND,combo,afford,162535.559563076,5
IND,diet,0.20,12744.717109356485,5
IND,diet,0.50,12744.717109356485,5
IND,diet,afford,12744.717109356485,5
IND,glp1,0.20,30001.43341658301,5
IND,glp1,0.50,75017.35117751814,5
IND,glp1,afford,150080.68406969824,5
ISR,combo,0.20,424.8493204884551,5
ISR,combo,0.50,1009.8719904037312,5
ISR,combo,afford,1985.407675215375,5
ISR,diet,0.20,34.95833205449776,5
ISR,diet,0.50,34.95833205449776,5
ISR,diet,afford,34.95833205449776,5
ISR,glp1,0.20,390.4874683891676,5
ISR,glp1,0.50,976.398133935804,5
ISR,glp1,afford,1953.3957909943372,5
JPN,combo,0.20,6590.386867669709,5
JPN,combo,0.50,14750.97480876921,5
JPN,combo,afford,28354.12833146691,5
JPN,diet,0.20,1150.5369547191112,5
JPN,diet,0.50,1150.5369547191112,5
JPN,diet,afford,1150.5369547191112,5
JPN,glp1,0.20,5448.606820272173,5
JPN,glp1,0.50,13622.2862026588,5
JPN,glp1,afford,27247.141476939643,5
MEX,combo,0.20,9330.469173859216,5
MEX,combo,0.50,22739.55502818948,5
MEX,combo,afford,45131.86505524347,5
MEX,diet,0.20,401.9678212568033,5
MEX,diet,0.50,401.9678212568033,5
MEX,diet,afford,401.9678212568033,5
MEX,glp1,0.20,8935.678538285167,5
MEX,glp1,0.50,22355.454469931312,5
MEX,glp1,afford,44765.3782049967,5
NGA,combo,0.20,4180.1741587567085,5
NGA,combo,0.50,10283.189400214122,5
NGA,combo,afford,8247.82752627921,5
NGA,diet,0.20,116.60478846123806,5
NGA,diet,0.50,116.60478846123806,5
NGA,diet,afford,116.60478846123806,5
NGA,glp1,0.20,4064.7388848715273,5
NGA,glp1,0.50,10169.501013435218,5
NGA,glp1,afford,8133.557830422242,5
NZL,combo,0.20,537.8535122172697,5
NZL,combo,0.50,1265.1017482800903,5
NZL,combo,afford,2477.876036169456,5
NZL,diet,0.20,53.19448999018755,5
NZL,diet,0.50,53.19448999018755,5
NZL,diet,afford,53.19448999018755,5
NZL,glp1,0.20,485.5626460346259,5
NZL,glp1,0.50,1214.1567503235958,5
NZL,glp1,afford,2429.1484075077133,5
ROU,combo,0.20,5051.062374325938,5
ROU,combo,0.50,10821.216367822675,5
ROU,combo,afford,20479.7353547444,5
ROU,diet,0.20,1214.4924906758345,5
ROU,diet,0.50,1214.4924906758345,5
ROU,diet,afford,1214.4924906758345,5
ROU,glp1,0.20,3851.5331336335553,5
ROU,glp1,0.50,9644.08102593175,5
ROU,glp1,afford,19339.78472880532,5
TUR,combo,0.20,9877.235029544256,5
TUR,combo,0.50,23678.07823397366,5
TUR,combo,afford,46738.45299230882,5
TUR,diet,0.20,691.1402429200643,5
TUR,diet,0.50,691.1402429200643,5
TUR,diet,afford,691.1402429200643,5
TUR,glp1,0.20,9198.166748043344,5
TUR,glp1,0.50,23017.012761532817,5
TUR,glp1,afford,46107.10844719944,5
USA,combo,0.20,39857.23825978609,5
USA,combo,0.50,94474.2486505048,5
USA,combo,afford,185576.15986082013,5
USA,diet,0.20,3464.1272566277185,5
USA,diet,0.50,3464.1272566277185,5
USA,diet,afford,3464.1272566277185,5
USA,glp1,0.20,36453.264490690366,5
USA,glp1,0.50,91159.82491042287,5
USA,glp1,afford,182409.16008807084,5
ZAF,combo,0.20,2387.203876797157,5
ZAF,combo,0.50,5936.771095159625,5
ZAF,combo,afford,9488.862604340777,5
ZAF,diet,0.20,22.220749743080887,5
ZAF,diet,0.50,22.220749743080887,5
ZAF,diet,afford,22.220749743080887,5
ZAF,glp1,0.20,2365.296873587611,5
ZAF,glp1,0.50,5915.33197528116,5
ZAF,glp1,afford,9467.8880696512,5
AUS,combo,0.20,2382.335611146235,6
AUS,combo,0.50,5452.225005877573,6
AUS,combo,afford,10574.99144765732,6
AUS,diet,0.20,337.29746888062255,6
AUS,diet,0.50,337.29746888062255,6
AUS,diet,afford,337.29746888062255,6
AUS,glp1,0.20,2050.4412029276427,6
AUS,glp1,0.50,5128.382210789459,6
AUS,glp1,afford,10264.425466150336,6
BGD,combo,0.20,9309.69135193115,6
BGD,combo,0.50,16907.538580831148,6
BGD,combo,afford,24514.343136678275,6
BGD,diet,0.20,4249.413400605588,6
BGD,diet,0.50,4249.413400605588,6
BGD,diet,afford,4249.413400605588,6
BGD,glp1,0.20,5083.910508421198,6
BGD,glp1,0.50,12717.14144830408,6
BGD,glp1,afford,20359.25126498273,6
BGR,combo,0.20,2920.0611579536944,6
BGR,combo,0.50,6303.63154522014,6
BGR,combo,afford,11966.712468739566,6
BGR,diet,0.20,670.2122312478227,6
BGR,diet,0.50,670.2122312478227,6
BGR,diet,afford,670.2122312478227,6
BGR,glp1,0.20,2258.494124783266,6
BGR,glp1,0.50,5654.995310921824,6
BGR,glp1,afford,11339.526790115293,6
BRA,combo,0.20,18752.09357570725,6
BRA,combo,0.50,42799.38058901469,6
BRA,combo,afford,82886.55099116763,6
BRA,diet,0.20,2722.65598245306,6
BRA,diet,0.50,2722.65598245306,6
BRA,diet,afford,2722.65598245306,6
BRA,glp1,0.20,16072.471681402378,6
BRA,glp1,0.50,40183.85216179955,6
BRA,glp1,afford,80376.61833423363,6
CAN,combo,0.20,3840.090315890254,6
CAN,combo,0.50,9110.099368105532,6
CAN,combo,afford,17903.929941789327,6
CAN,diet,0.20,329.3573810678927,6
CAN,diet,0.50,329.3573810678927,6
CAN,diet,afford,329.3573810678927,6
CAN,glp1,0.20,3515.8071041438143,6
CAN,glp1,0.50,8793.37667404563,6
CAN,glp1,afford,17599.67207797256,6
CHN,combo,0.20,128377.78203663274,6
CHN,combo,0.50,261013.7888474911,6
CHN,combo,afford,482263.3709516073,6
CHN,diet,0.20,40001.04896871372,6
CHN,diet,0.50,40001.04896871372,6
CHN,diet,afford,40001.04896871372,6
CHN,glp1,0.20,88669.87359873226,6
CHN,glp1,0.50,221744.2944729571,6
CHN,glp1,afford,443721.0941346274,6
DEU,combo,0.20,15880.619100695829,6
DEU,combo,0.50,37265.3454708902,6
DEU,combo,afford,72943.06582442395,6
DEU,diet,0.20,1633.2236795203607,6
DEU,diet,0.50,1633.2236795203607,6
DEU,diet,afford,1633.2236795203607,6
DEU,glp1,0.20,14272.464073996787,6
DEU,glp1,0.50,35694.564103500794,6
DEU,glp1,afford,71433.95721267087,6
EGY,combo,0.20,20834.57404246054,6
EGY,combo,0.50,50214.47444047427,6
EGY,combo,afford,99460.07896861056,6
EGY,diet,0.20,1316.2016847431987,6
EGY,diet,0.50,1316.2016847431987,6
EGY,diet,afford,1316.2016847431987,6
EGY,glp1,0.20,19541.60857232509,6
EGY,glp1,0.50,48956.20798482181,6
EGY,glp1,afford,98259.22217442752,6
GBR,combo,0.20,8704.204752265246,6
GBR,combo,0.50,20426.14732078298,6
GBR,combo,afford,39982.830904191,6
GBR,diet,0.20,894.5780729571316,6
GBR,diet,0.50,894.5780729571316,6
GBR,diet,afford,894.5780729571316,6
GBR,glp1,0.20,7824.26921183221,6
GBR,glp1,0.50,19568.018188658287,6
GBR,glp1,afford,39160.62310689402,6
GLB,combo,0.20,618307.4909407288,6
GLB,combo,0.50,1314052.518569106,6
GLB,combo,afford,2474584.121844353,6
GLB,diet,0.20,154715.73523849424,6
GLB,diet,0.50,154715.73523849424,6
GLB,diet,afford,154715.73523849424,6
GLB,glp1,0.20,465011.34171981504,6
GLB,glp1,0.50,1162877.6585731003,6
GLB,glp1,afford,2326923.076341452,6
IND,combo,0.20,58857.87299679392,6
IND,combo,0.50,114243.6885521661,6
IND,combo,afford,206612.2046337039,6
IND,diet,0.20,21948.65675023204,6
IND,diet,0.50,21948.65675023204,6
IND,diet,afford,21948.65675023204,6
IND,glp1,0.20,37007.64958064378,6
IND,glp1,0.50,92540.86331015438,6
IND,glp1,afford,185154.3696164676,6
ISR,combo,0.20,551.2129010737134,6
ISR,combo,0.50,1287.181639332511,6
ISR,combo,afford,2514.7011900676457,6
ISR,diet,0.20,60.79223363803101,6
ISR,diet,0.50,60.79223363803101,6
ISR,diet,afford,60.79223363803101,6
ISR,glp1,0.20,491.4493157804985,6
ISR,glp1,0.50,1228.950050725093,6
ISR,glp1,afford,2458.993477783481,6
JPN,combo,0.20,8654.748855451347,6
JPN,combo,0.50,18685.300285061378,6
JPN,combo,afford,35406.86220133236,6
JPN,diet,0.20,1968.7050408627183,6
JPN,diet,0.50,1968.7050408627183,6
JPN,diet,afford,1968.7050408627183,6
JPN,glp1,0.20,6700.889417852675,6
JPN,glp1,0.50,16753.638942658603,6
JPN,glp1,afford,33512.00981853748,6
MEX,combo,0.20,11796.992256221893,6
MEX,combo,0.50,28454.585698311137,6
MEX,combo,afford,56283.63769860544,6
MEX,diet,0.20,708.3913225950746,6
MEX,diet,0.50,708.3913225950746,6
MEX,diet,afford,708.3913225950746,6
MEX,glp1,0.20,11101.098624772309,6
MEX,glp1,0.50,27777.317554006106,6
MEX,glp1,afford,55637.08674763787,6
NGA,combo,0.20,5164.532048998641,6
NGA,combo,0.50,12619.81152915354,6
NGA,combo,afford,10133.19865097332,6
NGA,diet,0.20,201.9241931421493,6
NGA,diet,0.50,201.9241931421493,6
NGA,diet,afford,201.9241931421493,6
NGA,glp1,0.20,4964.60231889677,6
NGA,glp1,0.50,12422.861848593016,6
NGA,glp1,afford,9935.257177038327,6
NZL,combo,0.20,696.583505201043,6
NZL,combo,0.50,1605.3161153734204,6
NZL,combo,afford,3121.131172714466,6
NZL,diet,0.20,91.07548371855614,6
NZL,diet,0.50,91.07548371855614,6
NZL,diet,afford,91.07548371855614,6
NZL,glp1,0.20,607.0304892142447,6
NZL,glp1,0.50,1518.0320681705691,6
NZL,glp1,afford,3037.58900172375,6
ROU,combo,0.20,6624.815271882731,6
ROU,combo,0.50,13596.5759907295,6
ROU,combo,afford,25271.7623711236,6
ROU,diet,0.20,1990.572168493812,6
ROU,diet,0.50,1990.572168493812,6
ROU,diet,afford,1990.572168493812,6
ROU,glp1,0.20,4657.948625513024,6
ROU,glp1,0.50,11665.210111351606,6
ROU,glp1,afford,23399.40781867169,6
TUR,combo,0.20,12566.653217780557,6
TUR,combo,0.50,29694.59949791702,6
TUR,combo,afford,58326.49287737473,6
TUR,diet,0.20,1168.9133965329402,6
TUR,diet,0.50,1168.9133965329402,6
TUR,diet,afford,1168.9133965329402,6
TUR,glp1,0.20,11417.763451267178,6
TUR,glp1,0.50,28575.58928336251,6
TUR,glp1,afford,57256.8604197922,6
USA,combo,0.20,51524.55399031754,6
USA,combo,0.50,119868.93392864626,6
USA,combo,afford,233899.23939793263,6
USA,diet,0.20,5992.063410013958,6
USA,diet,0.50,5992.063410013958,6
USA,diet,afford,5992.063410013958,6
USA,glp1,0.20,45635.27308499264,6
USA,glp1,0.50,114132.7409167093,6
USA,glp1,afford,228415.27286974224,6
ZAF,combo,0.20,2987.593397866372,6
ZAF,combo,0.50,7415.0372809390465,6
ZAF,combo,afford,11846.98510263368,6
ZAF,diet,0.20,38.445476481361766,6
ZAF,diet,0.50,38.445476481361766,6
ZAF,diet,afford,38.445476481361766,6
ZAF,glp1,0.20,2949.683374147935,6
ZAF,glp1,0.50,7377.926078869034,6
ZAF,glp1,afford,11810.667467739042,6
AUS,combo,0.20,3007.414434379798,7
AUS,combo,0.50,6714.374257850315,7
AUS,combo,afford,12901.264687850646,7
AUS,diet,0.20,538.2383885698223,7
AUS,diet,0.50,538.2383885698223,7
AUS,diet,afford,538.2383885698223,7
AUS,glp1,0.20,2477.6879312513183,7
AUS,glp1,0.50,6197.337658457784,7
AUS,glp1,afford,12405.1679418983,7
BGD,combo,0.20,12700.236826269953,7
BGD,combo,0.50,21672.159045480414,7
BGD,combo,afford,30655.80862708128,7
BGD,diet,0.20,6725.436697961811,7
BGD,diet,0.50,6725.436697961811,7
BGD,diet,afford,6725.436697961811,7
BGD,glp1,0.20,6011.405062610173,7
BGD,glp1,0.50,15038.14626452621,7
BGD,glp1,afford,24076.50824421308,7
BGR,combo,0.20,3678.250361746761,7
BGR,combo,0.50,7649.788246163445,7
BGR,combo,afford,14300.211798627448,7
BGR,diet,0.20,1038.231548759043,7
BGR,diet,0.50,1038.231548759043,7
BGR,diet,afford,1038.231548759043,7
BGR,glp1,0.20,2653.023004904818,7
BGR,glp1,0.50,6644.025439176336,7
BGR,glp1,afford,13326.7755654426,7
BRA,combo,0.20,23791.54721181051,7
BRA,combo,0.50,52894.13350157084,7
BRA,combo,afford,101416.65625718648,7
BRA,diet,0.20,4394.356532053556,7
BRA,diet,0.50,4394.356532053556,7
BRA,diet,afford,4394.356532053556,7
BRA,glp1,0.20,19466.031923023605,7
BRA,glp1,0.50,48671.18206072284,7
BRA,glp1,afford,97362.77162749432,7
CAN,combo,0.20,4728.343137342518,7
CAN,combo,0.50,11028.299459450487,7
CAN,combo,afford,21542.634350507196,7
CAN,diet,0.20,531.9515342336672,7
CAN,diet,0.50,531.9515342336672,7
CAN,diet,afford,531.9515342336672,7
CAN,glp1,0.20,4204.5155907958815,7
CAN,glp1,0.50,10516.580617566182,7
CAN,glp1,afford,21050.889278624338,7
CHN,combo,0.20,169645.3725778897,7
CHN,combo,0.50,327646.5906250931,7
CHN,combo,afford,591251.2433582499,7
CHN,diet,0.20,64378.32579133894,7
CHN,diet,0.50,64378.32579133894,7
CHN,diet,afford,64378.32579133894,7
CHN,glp1,0.20,105731.92199455052,7
CHN,glp1,0.50,264428.55516397714,7
CHN,glp1,afford,529187.1469022683,7
DEU,combo,0.20,19533.44563170057,7
DEU,combo,0.50,45005.83987986614,7
DEU,combo,afford,87513.99009259732,7
DEU,diet,0.20,2565.316268409992,7
DEU,diet,0.50,2565.316268409992,7
DEU,diet,afford,2565.316268409992,7
DEU,glp1,0.20,17006.930742206223,7
DEU,glp1,0.50,42537.20191368684,7
DEU,glp1,afford,85140.93762902098,7
EGY,combo,0.20,25098.40316266541,7
EGY,combo,0.50,59781.49747616038,7
EGY,combo,afford,117950.47430335572,7
EGY,diet,0.20,2065.1345903343936,7
EGY,diet,0.50,2065.1345903343936,7
EGY,diet,afford,2065.1345903343936,7
EGY,glp1,0.20,23068.89589803152,7
EGY,glp1,0.50,57805.23378893967,7
EGY,glp1,afford,116062.41159751583,7
GBR,combo,0.20,10708.01986895276,7
GBR,combo,0.50,24656.83139934608,7
GBR,combo,afford,47933.74594984617,7
GBR,diet,0.20,1415.9897344032925,7
GBR,diet,0.50,1415.9897344032925,7
GBR,diet,afford,1415.9897344032925,7
GBR,glp1,0.20,9314.952251523824,7
GBR,glp1,0.50,23297.914207518515,7
GBR,glp1,afford,46631.12019453467,7
GLB,combo,0.20,800599.8302802439,7
GLB,combo,0.50,1630433.2281047355,7
GLB,combo,afford,3014861.233219841,7
GLB,diet,0.20,247719.08832782728,7
GLB,diet,0.50,247719.08832782728,7
GLB,diet,afford,247719.08832782728,7
GLB,glp1,0.20,555125.0153585714,7
GLB,glp1,0.50,1388312.8839992136,7
GLB,glp1,afford,2778299.668443812,7
IND,combo,0.20,78872.2907360467,7
IND,combo,0.50,144854.70623224066,7
IND,combo,afford,254908.4201286194,7
IND,diet,0.20,34904.69510581921,7
IND,diet,0.50,34904.69510581921,7
IND,diet,afford,34904.69510581921,7
IND,glp1,0.20,44121.45887685529,7
IND,glp1,0.50,110334.3101340794,7
IND,glp1,afford,220771.12286453092,7
ISR,combo,0.20,694.0342839706802,7
ISR,combo,0.50,1588.990065554692,7
ISR,combo,afford,3081.9911227676844,7
ISR,diet,0.20,97.74696578827296,7
ISR,diet,0.50,97.74696578827296,7
ISR,diet,afford,97.74696578827296,7
ISR,glp1,0.20,597.9260293617665,7
ISR,glp1,0.50,1495.3233673220266,7
ISR,glp1,afford,2992.349330163955,7
JPN,combo,0.20,11048.58646126288,7
JPN,combo,0.50,22965.190177071425,7
JPN,combo,afford,42832.40018443917,7
JPN,diet,0.20,3105.727920829151,7
JPN,diet,0.50,3105.727920829151,7
JPN,diet,afford,3105.727920829151,7
JPN,glp1,0.20,7966.038278976386,7
JPN,glp1,0.50,19917.30813835395,7
JPN,glp1,afford,39842.01854422738,7
MEX,combo,0.20,14483.239344275253,7
MEX,combo,0.50,34515.93126420598,7
MEX,combo,afford,67995.76868274166,7
MEX,diet,0.20,1150.887944583479,7
MEX,diet,0.50,1150.887944583479,7
MEX,diet,afford,1150.887944583479,7
MEX,glp1,0.20,13352.389842750948,7
MEX,glp1,0.50,33414.96234788574,7
MEX,glp1,afford,66944.12414608926,7
NGA,combo,0.20,6199.171390986434,7
NGA,combo,0.50,15027.73623472359,7
NGA,combo,afford,12082.818947682776,7
NGA,diet,0.20,323.73906973604244,7
NGA,diet,0.50,323.73906973604244,7
NGA,diet,afford,323.73906973604244,7
NGA,glp1,0.20,5878.581785487048,7
NGA,glp1,0.50,14711.85383162928,7
NGA,glp1,afford,11765.369749431862,7
NZL,combo,0.20,874.8971500746375,7
NZL,combo,0.50,1971.5656498277756,7
NZL,combo,afford,3801.270412125136,7
NZL,diet,0.20,144.26292315152102,7
NZL,diet,0.50,144.26292315152102,7
NZL,diet,afford,144.26292315152102,7
NZL,glp1,0.20,733.0076225223788,7
NZL,glp1,0.50,1833.215277026687,7
NZL,glp1,afford,3668.762020090781,7
ROU,combo,0.20,8453.846875702016,7
ROU,combo,0.50,16616.169091546548,7
ROU,combo,afford,30289.957922526963,7
ROU,diet,0.20,3029.3784271953564,7
ROU,diet,0.50,3029.3784271953564,7
ROU,diet,afford,3029.3784271953564,7
ROU,glp1,0.20,5459.43697099708,7
ROU,glp1,0.50,13674.158078903509,7
ROU,glp1,afford,27435.13090088709,7
TUR,combo,0.20,15511.05432628827,7
TUR,combo,0.50,36068.55888307076,7
TUR,combo,afford,70445.44170903577,7
TUR,diet,0.20,1834.02789759754,7
TUR,diet,0.50,1834.02789759754,7
TUR,diet,afford,1834.02789759754,7
TUR,glp1,0.20,13707.865140139247,7
TUR,glp1,0.50,34311.41456137887,7
TUR,glp1,afford,68764.46119697962,7
USA,combo,0.20,64582.55341903838,7
USA,combo,0.50,147152.57349821122,7
USA,combo,afford,284952.1340205916,7
USA,diet,0.20,9581.062701333773,7
USA,diet,0.50,9581.062701333773,7
USA,diet,afford,9581.062701333773,7
USA,glp1,0.20,55163.73256174776,7
USA,glp1,0.50,137975.51905284892,7
USA,glp1,afford,276173.72383504093,7
ZAF,combo,0.20,3612.1727966605713,7
ZAF,combo,0.50,8943.829246441,7
ZAF,combo,afford,14282.398487390155,7
ZAF,diet,0.20,61.53473527556616,7
ZAF,diet,0.50,61.53473527556616,7
ZAF,diet,afford,61.53473527556616,7
ZAF,glp1,0.20,3551.483346368361,7
ZAF,glp1,0.50,8884.401302038134,7
ZAF,glp1,afford,14224.224302320315,7
AUS,combo,0.20,3718.01381190895,8
AUS,combo,0.50,8088.886859447954,8
AUS,combo,afford,15384.86330686427,8
AUS,diet,0.20,806.8597753306431,8
AUS,diet,0.50,806.8597753306431,8
AUS,diet,afford,806.8597753306431,8
AUS,glp1,0.20,2923.750168159362,8
AUS,glp1,0.50,7313.410009383802,8
AUS,glp1,afford,14640.40790923568,8
BGD,combo,0.20,16902.113929801773,8
BGD,combo,0.50,27266.50737280316,8
BGD,combo,afford,37645.50234012242,8
BGD,diet,0.20,10000.583865378278,8
BGD,diet,0.50,10000.583865378278,8
BGD,diet,afford,10000.583865378278,8
BGD,glp1,0.20,6954.794861772228,8
BGD,glp1,0.50,17398.974371070577,8
BGD,glp1,afford,27857.621340529447,8
BGR,combo,0.20,4535.525900378669,8
BGR,combo,0.50,9088.199353174954,8
BGR,combo,afford,16714.905748338933,8
BGR,diet,0.20,1509.969725548238,8
BGR,diet,0.50,1509.969725548238,8
BGR,diet,afford,1509.969725548238,8
BGR,glp1,0.20,3043.9324051530366,8
BGR,glp1,0.50,7624.129832175025,8
BGR,glp1,afford,15296.597867418968,8
BRA,combo,0.20,29545.726390141677,8
BRA,combo,0.50,63893.10938620213,8
BRA,combo,afford,121169.13650028566,8
BRA,diet,0.20,6655.023904008594,8
BRA,diet,0.50,6655.023904008594,8
BRA,diet,afford,6655.023904008594,8
BRA,glp1,0.20,22993.956231676584,8
BRA,glp1,0.50,57495.22492039175,8
BRA,glp1,afford,115025.05564335769,8
CAN,combo,0.20,5705.026590365447,8
CAN,combo,0.50,13060.04215274052,8
CAN,combo,afford,25337.079256312296,8
CAN,diet,0.20,806.3197946245609,8
CAN,diet,0.50,806.3197946245609,8
