iso3,arm,coverage,flow,yr
TUR,glp1,0.20,2885.837529966615,15
TUR,glp1,0.50,7233.5992773958205,15
TUR,glp1,afford,14531.757121337074,15
USA,combo,0.20,25079.483533997045,15
USA,combo,0.50,42371.91974093668,15
USA,combo,afford,71352.78032235,15
USA,diet,0.20,13590.65764682983,15
USA,diet,0.50,13590.65764682983,15
USA,diet,afford,13590.65764682983,15
USA,glp1,0.20,11681.885328700737,15
USA,glp1,0.50,29263.688893424274,15
USA,glp1,afford,58726.17512966826,15
ZAF,combo,0.20,832.6603306139586,15
ZAF,combo,0.50,1952.304981360674,15
ZAF,combo,afford,3077.3044277092304,15
ZAF,diet,0.20,89.12341327029935,15
ZAF,diet,0.50,89.12341327029935,15
ZAF,diet,afford,89.12341327029935,15
ZAF,glp1,0.20,744.5697950993326,15
ZAF,glp1,0.50,1865.7616125220684,15
ZAF,glp1,afford,2992.3056140595327,15
AUS,combo,0.20,1359.003600333178,16
AUS,combo,0.50,2213.57191454512,16
AUS,combo,afford,3643.22749261389,16
AUS,diet,0.20,790.618501829324,16
AUS,diet,0.50,790.618501829324,16
AUS,diet,afford,790.618501829324,16
AUS,glp1,0.20,578.8992019819116,16
AUS,glp1,0.50,1449.2234942603243,16
AUS,glp1,afford,2905.095423361876,16
BGD,combo,0.20,10059.35679898378,16
BGD,combo,0.50,11693.282011160683,16
BGD,combo,afford,13330.479841895309,16
BGD,diet,0.20,8971.87293868215,16
BGD,diet,0.50,8971.87293868215,16
BGD,diet,afford,8971.87293868215,16
BGD,glp1,0.20,1123.0236621172662,16
BGD,glp1,0.50,2810.321492701938,16
BGD,glp1,afford,4500.967579374319,16
BGR,combo,0.20,1306.0194716083229,16
BGR,combo,0.50,1824.2495116321047,16
BGR,combo,afford,2696.411736304818,16
BGR,diet,0.20,962.5908447907976,16
BGR,diet,0.50,962.5908447907976,16
BGR,diet,afford,962.5908447907976,16
BGR,glp1,0.20,351.63467739242674,16
BGR,glp1,0.50,882.2448366288161,16
BGR,glp1,afford,1775.232541818103,16
BRA,combo,0.20,11837.465943513747,16
BRA,combo,0.50,18520.16286791053,16
BRA,combo,afford,29689.30241583324,16
BRA,diet,0.20,7390.083474975909,16
BRA,diet,0.50,7390.083474975909,16
BRA,diet,afford,7390.083474975909,16
BRA,glp1,0.20,4546.282060897451,16
BRA,glp1,0.50,11377.053053183085,16
BRA,glp1,afford,22792.21917502297,16
CAN,combo,0.20,1716.7246109464331,16
CAN,combo,0.50,2960.880097260162,16
CAN,combo,afford,5041.405622754072,16
CAN,diet,0.20,889.004128754018,16
CAN,diet,0.50,889.004128754018,16
CAN,diet,afford,889.004128754018,16
CAN,glp1,0.20,839.6211266501741,16
CAN,glp1,0.50,2101.588466312969,16
CAN,glp1,afford,4211.693105328449,16
CHN,combo,0.20,123617.44237639615,16
CHN,combo,0.50,153432.67207935677,16
CHN,combo,afford,203236.29260798075,16
CHN,diet,0.20,103768.3271567544,16
CHN,diet,0.50,103768.3271567544,16
CHN,diet,afford,103768.3271567544,16
CHN,glp1,0.20,20457.854612211333,16
CHN,glp1,0.50,51186.26145111969,16
CHN,glp1,afford,102511.98783285494,16
DEU,combo,0.20,6162.198421185833,16
DEU,combo,0.50,10659.66075415404,16
DEU,combo,afford,18186.20711893953,16
DEU,diet,0.20,3171.522775315116,16
DEU,diet,0.50,3171.522775315116,16
DEU,diet,afford,3171.522775315116,16
DEU,glp1,0.20,3030.54355229684,16
DEU,glp1,0.50,7587.817785428353,16
DEU,glp1,afford,15214.06812577674,16
EGY,combo,0.20,6851.994449113863,16
EGY,combo,0.50,13072.301244101423,16
EGY,combo,afford,23559.81034903697,16
EGY,diet,0.20,2734.221598187564,16
EGY,diet,0.50,2734.221598187564,16
EGY,diet,afford,2734.221598187564,16
EGY,glp1,0.20,4152.360587607549,16
EGY,glp1,0.50,10424.8350027148,16
EGY,glp1,afford,21000.06195103251,16
GBR,combo,0.20,3490.285411209481,16
GBR,combo,0.50,5906.301606811095,16
GBR,combo,afford,9948.07666023995,16
GBR,diet,0.20,1883.3385086272629,16
GBR,diet,0.50,1883.3385086272629,16
GBR,diet,afford,1883.3385086272629,16
GBR,glp1,0.20,1633.0238750064343,16
GBR,glp1,0.50,4088.0827457261594,16
GBR,glp1,afford,8194.725637486272,16
GLB,combo,0.20,488217.2349514654,16
GLB,combo,0.50,646247.1065311207,16
GLB,combo,afford,910320.8600365272,16
GLB,diet,0.20,383035.12510353513,16
GLB,diet,0.50,383035.12510353513,16
GLB,diet,afford,383035.12510353513,16
GLB,glp1,0.20,108057.38081176276,16
GLB,glp1,0.50,270398.7766017857,16
GLB,glp1,afford,541654.4660980451,16
IND,combo,0.20,56958.09333053276,16
IND,combo,0.50,69363.76144896398,16
IND,combo,afford,90074.920330703,16
IND,diet,0.20,48696.34544699987,16
IND,diet,0.50,48696.34544699987,16
IND,diet,afford,48696.34544699987,16
IND,glp1,0.20,8429.044694517128,16
IND,glp1,0.50,21085.74277561625,16
IND,glp1,afford,42215.50865125262,16
ISR,combo,0.20,313.91481931098315,16
ISR,combo,0.50,544.6017385511568,16
ISR,combo,afford,930.980394450841,16
ISR,diet,0.20,160.59231913706003,16
ISR,diet,0.50,160.59231913706003,16
ISR,diet,afford,160.59231913706003,16
ISR,glp1,0.20,155.65510754481556,16
ISR,glp1,0.50,389.8353980377237,16
ISR,glp1,afford,782.0210326483453,16
JPN,combo,0.20,5060.870356989395,16
JPN,combo,0.50,6980.789640568695,16
JPN,combo,afford,10187.3438870871,16
JPN,diet,0.20,3782.570640639984,16
JPN,diet,0.50,3782.570640639984,16
JPN,diet,afford,3782.570640639984,16
JPN,glp1,0.20,1302.4560214869923,16
JPN,glp1,0.50,3258.577282268096,16
JPN,glp1,afford,6525.382168697077,16
MEX,combo,0.20,5188.179782249084,16
MEX,combo,0.50,9962.629419105257,16
MEX,combo,afford,17984.268179227693,16
MEX,diet,0.20,2020.9471598613927,16
MEX,diet,0.50,2020.9471598613927,16
MEX,diet,afford,2020.9471598613927,16
MEX,glp1,0.20,3195.85876331052,16
MEX,glp1,0.50,8013.311823147509,16
MEX,glp1,afford,16106.794505186532,16
NGA,combo,0.20,1816.078149814828,16
NGA,combo,0.50,3719.9288339929262,16
NGA,combo,afford,3084.4479455202927,16
NGA,diet,0.20,551.1171955537793,16
NGA,diet,0.50,551.1171955537793,16
NGA,diet,afford,551.1171955537793,16
NGA,glp1,0.20,1269.3109606369835,16
NGA,glp1,0.50,3179.6857646760764,16
NGA,glp1,afford,2542.030295084241,16
NZL,combo,0.20,356.8056598933166,16
NZL,combo,0.50,594.774540975738,16
NZL,combo,afford,993.0238113455836,16
NZL,diet,0.20,198.5659294291296,16
NZL,diet,0.50,198.5659294291296,16
NZL,diet,afford,198.5659294291296,16
NZL,glp1,0.20,160.89026327590545,16
NZL,glp1,0.50,402.83799878045374,16
NZL,glp1,afford,807.7259254569069,16
ROU,combo,0.20,3396.228005150447,16
ROU,combo,0.50,4511.4566603609765,16
ROU,combo,afford,6386.617539079908,16
ROU,diet,0.20,2656.735274475501,16
ROU,diet,0.50,2656.735274475501,16
ROU,diet,afford,2656.735274475501,16
ROU,glp1,0.20,760.5302634885106,16
ROU,glp1,0.50,1907.482545748851,16
ROU,glp1,afford,3835.970252168711,16
TUR,combo,0.20,5395.738086491016,16
TUR,combo,0.50,9799.669748415265,16
TUR,combo,afford,17194.150913677382,16
TUR,diet,0.20,2473.115696700173,16
TUR,diet,0.50,2473.115696700173,16
TUR,diet,afford,2473.115696700173,16
TUR,glp1,0.20,2955.7133799172334,16
TUR,glp1,0.50,7409.38995091719,16
TUR,glp1,afford,14887.06508317274,16
USA,combo,0.20,26199.680925523066,16
USA,combo,0.50,43726.41767506473,16
USA,combo,afford,73110.61144263533,16
USA,diet,0.20,14557.805516582635,16
USA,diet,0.50,14557.805516582635,16
USA,diet,afford,14557.805516582635,16
USA,glp1,0.20,11844.921109133342,16
USA,glp1,0.50,29676.164061303178,16
USA,glp1,afford,59567.64053942509,16
ZAF,combo,0.20,856.8294097152047,16
ZAF,combo,0.50,2002.560422492099,16
ZAF,combo,afford,3153.942499460796,16
ZAF,diet,0.20,96.05829067188824,16
ZAF,diet,0.50,96.05829067188824,16
ZAF,diet,afford,96.05829067188824,16
ZAF,glp1,0.20,761.8678476172608,16
ZAF,glp1,0.50,1909.24212855638,16
ZAF,glp1,afford,3062.265253162126,16
AUS,combo,0.20,1419.1883713342922,17
AUS,combo,0.50,2292.3657641924733,17
AUS,combo,afford,3753.437918786474,17
AUS,diet,0.20,838.4964054220883,17
AUS,diet,0.50,838.4964054220883,17
AUS,diet,afford,838.4964054220883,17
AUS,glp1,0.20,591.694999956479,17
AUS,glp1,0.50,1481.3670410556329,17
AUS,glp1,afford,2969.900710553952,17
BGD,combo,0.20,10564.16553618726,17
BGD,combo,0.50,12231.820257817397,17
BGD,combo,afford,13902.803194462198,17
BGD,diet,0.20,9454.225980611554,17
BGD,diet,0.50,9454.225980611554,17
BGD,diet,afford,9454.225980611554,17
BGD,glp1,0.20,1146.4168966775687,17
BGD,glp1,0.50,2868.862086464578,17
BGD,glp1,afford,4594.725087548906,17
BGR,combo,0.20,1319.740858728151,17
BGR,combo,0.50,1830.498235760443,17
BGR,combo,afford,2690.153799008083,17
BGR,diet,0.20,981.281456330042,17
BGR,diet,0.50,981.281456330042,17
BGR,diet,afford,981.281456330042,17
BGR,glp1,0.20,346.6136382255281,17
BGR,glp1,0.50,869.6785081017136,17
BGR,glp1,afford,1750.052463064948,17
BRA,combo,0.20,12478.447897326914,17
BRA,combo,0.50,19324.0407220122,17
BRA,combo,afford,30767.253722218706,17
BRA,diet,0.20,7923.107270213601,17
BRA,diet,0.50,7923.107270213601,17
BRA,diet,afford,7923.107270213601,17
BRA,glp1,0.20,4659.734003677258,17
BRA,glp1,0.50,11661.69603909726,17
BRA,glp1,afford,23364.90506957492,17
CAN,combo,0.20,1789.4366535464187,17
CAN,combo,0.50,3050.765504122379,17
CAN,combo,afford,5160.230811743015,17
CAN,diet,0.20,950.3459113374356,17
CAN,diet,0.50,950.3459113374356,17
CAN,diet,afford,950.3459113374356,17
CAN,glp1,0.20,851.667465465076,17
CAN,glp1,0.50,2131.8264271724047,17
CAN,glp1,afford,4272.578856126375,17
CHN,combo,0.20,130879.2361703383,17
CHN,combo,0.50,161228.0594828598,17
CHN,combo,afford,211923.62694806172,17
CHN,diet,0.20,110675.04917181944,17
CHN,diet,0.50,110675.04917181944,17
CHN,diet,afford,110675.04917181944,17
CHN,glp1,0.20,20841.856806166677,17
CHN,glp1,0.50,52147.466293414895,17
CHN,glp1,afford,104438.3911760395,17
DEU,combo,0.20,6358.274577913657,17
DEU,combo,0.50,10902.24074596702,17
DEU,combo,afford,18508.159709978627,17
DEU,diet,0.20,3337.059965266708,17
DEU,diet,0.50,3337.059965266708,17
DEU,diet,afford,3337.059965266708,17
DEU,glp1,0.20,3062.552199953334,17
DEU,glp1,0.50,7668.562145807176,17
DEU,glp1,afford,15377.97820572164,17
EGY,combo,0.20,7110.115078164341,17
EGY,combo,0.50,13473.341019366726,17
EGY,combo,afford,24202.825834200463,17
EGY,diet,0.20,2897.985053541601,17
EGY,diet,0.50,2897.985053541601,17
EGY,diet,afford,2897.985053541601,17
EGY,glp1,0.20,4247.872363259034,17
EGY,glp1,0.50,10665.045130376566,17
EGY,glp1,afford,21485.3423978758,17
GBR,combo,0.20,3603.859831540375,17
GBR,combo,0.50,6036.260654972081,17
GBR,combo,afford,10105.860926946514,17
GBR,diet,0.20,1986.117857799547,17
GBR,diet,0.50,1986.117857799547,17
GBR,diet,afford,1986.117857799547,17
GBR,glp1,0.20,1644.9020866842557,17
GBR,glp1,0.50,4117.982049119297,17
GBR,glp1,afford,8255.208680690068,17
GLB,combo,0.20,515570.2052445064,17
GLB,combo,0.50,676423.2535686317,17
GLB,combo,afford,945227.9709300617,17
GLB,diet,0.20,408512.350229656,17
GLB,diet,0.50,408512.350229656,17
GLB,diet,afford,408512.350229656,17
GLB,glp1,0.20,110074.12673835002,17
GLB,glp1,0.50,275451.2990652028,17
GLB,glp1,afford,551795.2187318751,17
IND,combo,0.20,59980.3147202165,17
IND,combo,0.50,72619.26542638837,17
IND,combo,afford,93720.05168904785,17
IND,diet,0.20,51563.24908870373,17
IND,diet,0.50,51563.24908870373,17
IND,diet,afford,51563.24908870373,17
IND,glp1,0.20,8590.500656908887,17
IND,glp1,0.50,21489.728398454085,17
IND,glp1,afford,43024.63982761631,17
ISR,combo,0.20,329.65443926375906,17
ISR,combo,0.50,567.1057748716628,17
ISR,combo,afford,964.9434692753732,17
ISR,diet,0.20,171.86760878977998,17
ISR,diet,0.50,171.86760878977998,17
ISR,diet,afford,171.86760878977998,17
ISR,glp1,0.20,160.25349594708223,17
ISR,glp1,0.50,401.4004196600174,17
ISR,glp1,afford,805.3851487536654,17
JPN,combo,0.20,5220.152070060794,17
JPN,combo,0.50,7133.186640352793,17
JPN,combo,afford,10328.643841511068,17
JPN,diet,0.20,3946.5335497700103,17
JPN,diet,0.50,3946.5335497700103,17
JPN,diet,afford,3946.5335497700103,17
JPN,glp1,0.20,1298.512552592616,17
JPN,glp1,0.50,3248.859505003187,17
JPN,glp1,afford,6506.428394745206,17
MEX,combo,0.20,5442.848551496139,17
MEX,combo,0.50,10370.149045381746,17
MEX,combo,afford,18652.23326176894,17
MEX,diet,0.20,2175.0986659483788,17
MEX,diet,0.50,2175.0986659483788,17
MEX,diet,afford,2175.0986659483788,17
MEX,glp1,0.20,3297.965863522146,17
MEX,glp1,0.50,8270.686295077245,17
MEX,glp1,afford,16628.728573126835,17
NGA,combo,0.20,1913.5410061541409,17
NGA,combo,0.50,3895.9169586142016,17
NGA,combo,afford,3234.2159771138395,17
NGA,diet,0.20,596.4509943897647,17
NGA,diet,0.50,596.4509943897647,17
NGA,diet,afford,596.4509943897647,17
NGA,glp1,0.20,1321.7164980383675,17
NGA,glp1,0.50,3311.0329525499765,17
NGA,glp1,afford,2647.0183737943444,17
NZL,combo,0.20,370.76332465786425,17
NZL,combo,0.50,612.8885054519639,17
NZL,combo,afford,1018.1779732501948,17
NZL,diet,0.20,209.78084060620571,17
NZL,diet,0.50,209.78084060620571,17
NZL,diet,afford,209.78084060620571,17
NZL,glp1,0.20,163.73676401186117,17
NZL,glp1,0.50,409.99855607579866,17
NZL,glp1,afford,822.1953255790077,17
ROU,combo,0.20,3456.6530740898656,17
ROU,combo,0.50,4565.154727226685,17
ROU,combo,afford,6429.067609254972,17
ROU,diet,0.20,2721.6364890613195,17
ROU,diet,0.50,2721.6364890613195,17
ROU,diet,afford,2721.6364890613195,17
ROU,glp1,0.20,756.0357243008946,17
ROU,glp1,0.50,1896.245664911823,17
ROU,glp1,afford,3813.493239441741,17
TUR,combo,0.20,5617.5436361492975,17
TUR,combo,0.50,10122.846940197203,17
TUR,combo,afford,17689.17245364035,17
TUR,diet,0.20,2628.0494175511703,17
TUR,diet,0.50,2628.0494175511703,17
TUR,diet,afford,2628.0494175511703,17
TUR,glp1,0.20,3024.0371619557845,17
TUR,glp1,0.50,7581.295277614867,17
TUR,glp1,afford,15234.584255347816,17
USA,combo,0.20,27206.313293479383,17
USA,combo,0.50,44933.28278670232,17
USA,combo,afford,74663.62817133433,17
USA,diet,0.20,15433.998078981998,17
USA,diet,0.50,15433.998078981998,17
USA,diet,afford,15433.998078981998,17
USA,glp1,0.20,11983.788826654796,17
USA,glp1,0.50,30028.07537460794,17
USA,glp1,afford,60287.50730999235,17
ZAF,combo,0.20,880.4296749492587,17
ZAF,combo,0.50,2051.962657615344,17
ZAF,combo,afford,3229.425819059972,17
ZAF,diet,0.20,102.60467589227484,17
ZAF,diet,0.50,102.60467589227484,17
ZAF,diet,afford,102.60467589227484,17
ZAF,glp1,0.20,778.9803125067065,17
ZAF,glp1,0.50,1952.2447848355716,17
ZAF,glp1,afford,3131.4376293262267,17
AUS,combo,0.20,1474.865453495447,18
AUS,combo,0.50,2365.4364972005897,18
AUS,combo,afford,3855.89498962694,18
AUS,diet,0.20,882.6757126467965,18
AUS,diet,0.50,882.6757126467965,18
AUS,diet,afford,882.6757126467965,18
AUS,glp1,0.20,603.6285021837666,18
AUS,glp1,0.50,1511.3531922744965,18
AUS,glp1,afford,3030.385962521404,18
BGD,combo,0.20,11027.025761052671,18
BGD,combo,0.50,12727.892111541189,18
BGD,combo,afford,14432.150068992692,18
BGD,diet,0.20,9894.98013767954,18
BGD,diet,0.50,9894.98013767954,18
BGD,diet,afford,9894.98013767954,18
BGD,glp1,0.20,1169.2917393141431,18
BGD,glp1,0.50,2926.112390028964,18
BGD,glp1,afford,4686.427158327759,18
BGR,combo,0.20,1328.6746706947088,18
BGR,combo,0.50,1832.2594234755109,18
BGR,combo,afford,2679.898689300351,18
BGR,diet,0.20,994.9822112354038,18
BGR,diet,0.50,994.9822112354038,18
BGR,diet,afford,994.9822112354038,18
BGR,glp1,0.20,341.76851859130693,18
BGR,glp1,0.50,857.547923676697,18
BGR,glp1,afford,1725.7296287266165,18
BRA,combo,0.20,13083.571987103052,18
BRA,combo,0.50,20086.47506530044,18
BRA,combo,afford,31794.50510721644,18
BRA,diet,0.20,8424.010251222433,18
BRA,diet,0.50,8424.010251222433,18
BRA,diet,afford,8424.010251222433,18
BRA,glp1,0.20,4768.885434232572,18
BRA,glp1,0.50,11935.613058931893,18
BRA,glp1,afford,23916.2237630475,18
CAN,combo,0.20,1856.296697510844,18
CAN,combo,0.50,3132.8601483530074,18
CAN,combo,afford,5268.021234110414,18
CAN,diet,0.20,1007.1250368070322,18
CAN,diet,0.50,1007.1250368070322,18
CAN,diet,afford,1007.1250368070322,18
CAN,glp1,0.20,862.3539377078268,18
CAN,glp1,0.50,2158.6605032512643,18
CAN,glp1,afford,4326.6427532689,18
CHN,combo,0.20,137613.40970298214,18
CHN,combo,0.50,168477.01941278332,18
CHN,combo,afford,220033.2883263964,18
CHN,diet,0.20,117066.71474655296,18
CHN,diet,0.50,117066.71474655296,18
CHN,diet,afford,117066.71474655296,18
CHN,glp1,0.20,21209.678671476824,18
CHN,glp1,0.50,53068.26355439324,18
CHN,glp1,afford,106284.1212369394,18
DEU,combo,0.20,6533.936282159953,18
DEU,combo,0.50,11118.834385783946,18
DEU,combo,afford,18794.919923902235,18
DEU,diet,0.20,3485.916611540273,18
DEU,diet,0.50,3485.916611540273,18
DEU,diet,afford,3485.916611540273,18
DEU,glp1,0.20,3090.589194538974,18
DEU,glp1,0.50,7739.407071612579,18
DEU,glp1,afford,15522.191791696348,18
EGY,combo,0.20,7360.485848867069,18
EGY,combo,0.50,13869.974522341883,18
EGY,combo,afford,24847.26856617361,18
EGY,diet,0.20,3051.83608580898,18
EGY,diet,0.50,3051.83608580898,18
EGY,diet,afford,3051.83608580898,18
EGY,glp1,0.20,4345.380668998405,18
EGY,glp1,0.50,10910.345936955848,18
EGY,glp1,afford,21981.130392800256,18
GBR,combo,0.20,3707.8136262774487,18
GBR,combo,0.50,6155.566095811447,18
GBR,combo,afford,10251.24443365035,18
GBR,diet,0.20,2079.958973126377,18
GBR,diet,0.50,2079.958973126377,18
GBR,diet,afford,2079.958973126377,18
GBR,glp1,0.20,1655.9643872180122,18
GBR,glp1,0.50,4145.832750547494,18
GBR,glp1,afford,8311.564722432347,18
GLB,combo,0.20,541230.2611004179,18
GLB,combo,0.50,704863.1619217201,18
GLB,combo,afford,978326.6817980031,18
GLB,diet,0.20,432325.5598381605,18
GLB,diet,0.50,432325.5598381605,18
GLB,diet,afford,432325.5598381605,18
GLB,glp1,0.20,112046.64317666284,18
GLB,glp1,0.50,280393.31576141366,18
GLB,glp1,afford,561715.1718383733,18
IND,combo,0.20,62794.59048046535,18
IND,combo,0.50,75666.09749585457,18
IND,combo,afford,97155.3403193332,18
IND,diet,0.20,54222.70143508144,18
IND,diet,0.50,54222.70143508144,18
IND,diet,afford,54222.70143508144,18
IND,glp1,0.20,8750.628254833136,18
IND,glp1,0.50,21890.40764696641,18
IND,glp1,afford,43827.20582107606,18
ISR,combo,0.20,344.5908031502472,18
ISR,combo,0.50,588.5540260477944,18
ISR,combo,afford,997.4275643187232,18
ISR,diet,0.20,182.50736343001063,18
ISR,diet,0.50,182.50736343001063,18
ISR,diet,afford,182.50736343001063,18
ISR,glp1,0.20,164.67364391322303,18
ISR,glp1,0.50,412.51894725377815,18
ISR,glp1,afford,827.8535252684715,18
JPN,combo,0.20,5358.112832757099,18
JPN,combo,0.50,7263.574108276611,18
JPN,combo,afford,10446.74846559732,18
JPN,diet,0.20,4089.625096643824,18
JPN,diet,0.50,4089.625096643824,18
JPN,diet,afford,4089.625096643824,18
JPN,glp1,0.20,1293.9894193573273,18
JPN,glp1,0.50,3237.678264685659,18
JPN,glp1,afford,6484.4997213803945,18
MEX,combo,0.20,5687.401805187132,18
MEX,combo,0.50,10763.08586082758,18
MEX,combo,afford,19298.33270527817,18
MEX,diet,0.20,2322.150161657002,18
MEX,diet,0.50,2322.150161657002,18
MEX,diet,afford,2322.150161657002,18
MEX,glp1,0.20,3396.9044135861186,18
MEX,glp1,0.50,8520.19644110764,18
MEX,glp1,afford,17135.137889358917,18
NGA,combo,0.20,2010.8589130637372,18
NGA,combo,0.50,4072.969965005352,18
NGA,combo,afford,3384.6428717077506,18
NGA,diet,0.20,640.8469422863127,18
NGA,diet,0.50,640.8469422863127,18
NGA,diet,afford,640.8469422863127,18
NGA,glp1,0.20,1374.90108359847,18
NGA,glp1,0.50,3444.3483162591947,18
NGA,glp1,afford,2753.5755004058374,18
NZL,combo,0.20,383.5372373511085,18
NZL,combo,0.50,629.5117068011073,18
NZL,combo,afford,1041.327996144112,18
NZL,diet,0.20,220.0162375538954,18
NZL,diet,0.50,220.0162375538954,18
NZL,diet,afford,220.0162375538954,18
NZL,glp1,0.20,166.3646734991096,18
NZL,glp1,0.50,416.6119814451166,18
NZL,glp1,afford,835.5683476242111,18
ROU,combo,0.20,3504.980598273083,18
ROU,combo,0.50,4607.407067144002,18
ROU,combo,afford,6461.150649819001,18
ROU,diet,0.20,2774.004114375988,18
ROU,diet,0.50,2774.004114375988,18
ROU,diet,afford,2774.004114375988,18
ROU,glp1,0.20,751.9107653697088,18
ROU,glp1,0.50,1885.929144101284,18
ROU,glp1,afford,3792.84323199303,18
TUR,combo,0.20,5828.793871848342,18
TUR,combo,0.50,10433.232751629432,18
TUR,combo,afford,18167.659922640087,18
TUR,diet,0.20,2773.914844352465,18
TUR,diet,0.50,2773.914844352465,18
TUR,diet,afford,2773.914844352465,18
TUR,glp1,0.20,3090.722586319105,18
TUR,glp1,0.50,7749.099561357783,18
TUR,glp1,afford,15573.883175220795,18
USA,combo,0.20,28103.152963571974,18
USA,combo,0.50,45997.55440917521,18
USA,combo,afford,76018.87293226285,18
USA,diet,0.20,16222.13651959521,18
USA,diet,0.50,16222.13651959521,18
USA,diet,afford,16222.13651959521,18
USA,glp1,0.20,12099.49658025906,18
USA,glp1,0.50,30321.89887826616,18
USA,glp1,afford,60890.57731439985,18
ZAF,combo,0.20,903.4834339638,18
ZAF,combo,0.50,2100.5219095410207,18
ZAF,combo,afford,3303.754218489448,18
ZAF,diet,0.20,108.79391868107632,18
ZAF,diet,0.50,108.79391868107632,18
ZAF,diet,afford,108.79391868107632,18
ZAF,glp1,0.20,795.8988615150756,18
ZAF,glp1,0.50,1994.7502296563707,18
ZAF,glp1,afford,3199.794050066048,18
AUS,combo,0.20,1526.3679710531642,19
AUS,combo,0.50,2433.16096562809,19
AUS,combo,afford,3951.0455136997934,19
AUS,diet,0.20,923.4596811833862,19
AUS,diet,0.50,923.4596811833862,19
AUS,diet,afford,923.4596811833862,19
AUS,glp1,0.20,614.73588967455,19
AUS,glp1,0.50,1539.2712428509403,19
AUS,glp1,afford,3086.725839941143,19
BGD,combo,0.20,11452.352635589514,19
BGD,combo,0.50,13185.586047058052,19
BGD,combo,afford,14922.282735441517,19
BGD,diet,0.20,10298.768612195809,19
BGD,diet,0.50,10298.768612195809,19
BGD,diet,afford,10298.768612195809,19
BGD,glp1,0.20,1191.462000528245,19
BGD,glp1,0.50,2981.607320237532,19
BGD,glp1,afford,4775.330315915475,19
BGR,combo,0.20,1333.772988006976,19
BGR,combo,0.50,1830.475271441965,19
BGR,combo,afford,2666.57715430512,19
BGR,diet,0.20,1004.6529885880024,19
BGR,diet,0.50,1004.6529885880024,19
BGR,diet,afford,1004.6529885880024,19
BGR,glp1,0.20,337.0990142263181,19
BGR,glp1,0.50,845.8542659367829,19
BGR,glp1,afford,1702.2730762446447,19
BRA,combo,0.20,13653.084930802535,19
BRA,combo,0.50,20807.131715783544,19
BRA,combo,afford,32769.75532789311,19
BRA,diet,0.20,8893.426633563911,19
BRA,diet,0.50,8893.426633563911,19
BRA,diet,afford,8893.426633563911,19
BRA,glp1,0.20,4873.388843560184,19
BRA,glp1,0.50,12197.934192392728,19
BRA,glp1,afford,24444.43174434886,19
CAN,combo,0.20,1917.3654474565992,19
CAN,combo,0.50,3207.210708992404,19
CAN,combo,afford,5364.797329672075,19
CAN,diet,0.20,1059.4108502645458,19
CAN,diet,0.50,1059.4108502645458,19
CAN,diet,afford,1059.4108502645458,19
CAN,glp1,0.20,871.6757763650194,19
CAN,glp1,0.50,2182.0775702799783,19
CAN,glp1,afford,4373.854499520954,19
CHN,combo,0.20,143831.4453310759,19
CHN,combo,0.50,175185.00973672816,19
CHN,combo,afford,227560.7136595029,19
CHN,diet,0.20,122958.82727667424,19
CHN,diet,0.50,122958.82727667424,19
CHN,diet,afford,122958.82727667424,19
CHN,glp1,0.20,21557.60478006795,19
CHN,glp1,0.50,53939.368320424444,19
CHN,glp1,afford,108030.621289578,19
DEU,combo,0.20,6689.199262280556,19
DEU,combo,0.50,11308.49987044448,19
DEU,combo,afford,19043.913008692696,19
DEU,diet,0.20,3618.7375436762886,19
DEU,diet,0.50,3618.7375436762886,19
DEU,diet,afford,3618.7375436762886,19
DEU,glp1,0.20,3114.0430910578543,19
DEU,glp1,0.50,7798.809627153041,19
DEU,glp1,afford,15643.575202708287,19
EGY,combo,0.20,7602.581459370856,19
EGY,combo,0.50,14259.668933752791,19
EGY,combo,afford,25487.31966849037,19
EGY,diet,0.20,3196.601880322538,19
EGY,diet,0.50,3196.601880322538,19
EGY,diet,afford,3196.601880322538,19
EGY,glp1,0.20,4443.549642208083,19
EGY,glp1,0.50,11157.419013877015,19
EGY,glp1,afford,22480.86315825945,19
GBR,combo,0.20,3802.857004491439,19
GBR,combo,0.50,6264.832932698574,19
GBR,combo,afford,10384.687048529122,19
GBR,diet,0.20,2165.636412604642,19
GBR,diet,0.50,2165.636412604642,19
GBR,diet,afford,2165.636412604642,19
GBR,glp1,0.20,1666.1615450744766,19
GBR,glp1,0.50,4171.512884731694,19
GBR,glp1,afford,8363.553559219708,19
GLB,combo,0.20,565274.7168242703,19
GLB,combo,0.50,731627.4982827824,19
GLB,combo,afford,1009650.045567162,19
GLB,diet,0.20,454563.1989802758,19
GLB,diet,0.50,454563.1989802758,19
GLB,diet,afford,454563.1989802758,19
GLB,glp1,0.20,113965.326911828,19
GLB,glp1,0.50,285200.8479551844,19
GLB,glp1,afford,571366.4679353562,19
IND,combo,0.20,65418.18403541419,19
IND,combo,0.50,78519.1636422068,19
IND,combo,afford,100391.78033725372,19
IND,diet,0.20,56693.54178024047,19
IND,diet,0.50,56693.54178024047,19
IND,diet,afford,56693.54178024047,19
IND,glp1,0.20,8907.96981349845,19
IND,glp1,0.50,22284.14234850304,19
IND,glp1,afford,44615.95054096689,19
ISR,combo,0.20,358.8033644784882,19
ISR,combo,0.50,609.0541903816936,19
ISR,combo,afford,1028.5861250436053,19
ISR,diet,0.20,192.57188809404693,19
