iso3,arm,coverage,flow,yr
DEU,glp1,0.20,2757.0426930750477,8
DEU,glp1,0.50,6899.728957307008,8
DEU,glp1,afford,13823.36140337737,8
EGY,combo,0.20,4536.637106900271,8
EGY,combo,0.50,9895.048669395925,8
EGY,combo,afford,18915.55973349924,8
EGY,diet,0.20,986.1354603397668,8
EGY,diet,0.50,986.1354603397668,8
EGY,diet,afford,986.1354603397668,8
EGY,glp1,0.20,3566.325612674642,8
EGY,glp1,0.50,8948.44197210121,8
EGY,glp1,afford,18008.37349693587,8
GBR,combo,0.20,2185.936003917338,8
GBR,combo,0.50,4436.638223649726,8
GBR,combo,afford,8197.478158495273,8
GBR,diet,0.20,687.8618239288035,8
GBR,diet,0.50,687.8618239288035,8
GBR,diet,afford,687.8618239288035,8
GBR,glp1,0.20,1508.826169432853,8
GBR,glp1,0.50,3775.5667630128255,8
GBR,glp1,afford,7562.895125314364,8
GLB,combo,0.20,215403.38640481653,8
GLB,combo,0.50,351725.620833045,8
GLB,combo,afford,579386.7787298894,8
GLB,diet,0.20,124635.41157219245,8
GLB,diet,0.50,124635.41157219245,8
GLB,diet,afford,124635.41157219245,8
GLB,glp1,0.20,91853.49631307703,8
GLB,glp1,0.50,229799.47065307255,8
GLB,glp1,afford,460154.64748982026,8
IND,combo,0.20,24351.923999236664,8
IND,combo,0.50,35104.403434538515,8
IND,combo,afford,53051.50028641631,8
IND,diet,0.20,17190.143952522965,8
IND,diet,0.50,17190.143952522965,8
IND,diet,afford,17190.143952522965,8
IND,glp1,0.20,7233.591604915979,8
IND,glp1,0.50,18093.670111789917,8
IND,glp1,afford,36219.78165824167,8
ISR,combo,0.20,161.3068705314363,8
ISR,combo,0.50,328.6279077045907,8
ISR,combo,afford,608.1060740271959,8
ISR,diet,0.20,49.91056004468737,8
ISR,diet,0.50,49.91056004468737,8
ISR,diet,afford,49.91056004468737,8
ISR,glp1,0.20,112.2088999752059,8
ISR,glp1,0.50,280.74207730931187,8
ISR,glp1,afford,562.2222872861057,8
JPN,combo,0.20,2755.768196184865,8
JPN,combo,0.50,4656.681346046113,8
JPN,combo,afford,7827.565452125149,8
JPN,diet,0.20,1489.1617120547198,8
JPN,diet,0.50,1489.1617120547198,8
JPN,diet,afford,1489.1617120547198,8
JPN,glp1,0.20,1277.351909958874,8
JPN,glp1,0.50,3194.344181663484,8
JPN,glp1,afford,6391.922512136036,8
MEX,combo,0.20,2937.682793323504,8
MEX,combo,0.50,6452.02823577352,8
MEX,combo,afford,12337.98674927232,8
MEX,diet,0.20,601.8545214539936,8
MEX,diet,0.50,601.8545214539936,8
MEX,diet,afford,601.8545214539936,8
MEX,glp1,0.20,2345.886855924248,8
MEX,glp1,0.50,5875.256478308909,8
MEX,glp1,afford,11786.08286399924,8
NGA,combo,0.20,1098.42641476503,8
NGA,combo,0.50,2503.8911466565023,8
NGA,combo,afford,2034.822395210571,8
NGA,diet,0.20,164.33480900053837,8
NGA,diet,0.50,164.33480900053837,8
NGA,diet,afford,164.33480900053837,8
NGA,glp1,0.20,935.6186719319904,8
NGA,glp1,0.50,2343.3677481570503,8
NGA,glp1,afford,1873.5383861797327,8
NZL,combo,0.20,199.88575894324083,8
NZL,combo,0.50,394.2500549580691,8
NZL,combo,afford,718.9498616248693,8
NZL,diet,0.20,70.49777936857299,8
NZL,diet,0.50,70.49777936857299,8
NZL,diet,afford,70.49777936857299,8
NZL,glp1,0.20,130.4923452850212,8
NZL,glp1,0.50,326.5062825492065,8
NZL,glp1,afford,653.9366327078204,8
ROU,combo,0.20,2096.5065725265363,8
ROU,combo,0.50,3278.2719161077875,8
ROU,combo,afford,5262.622606598124,8
ROU,diet,0.20,1312.2447477724374,8
ROU,diet,0.50,1312.2447477724374,8
ROU,diet,afford,1312.2447477724374,8
ROU,glp1,0.20,797.9430421442405,8
ROU,glp1,0.50,2000.2490190691103,8
ROU,glp1,afford,4018.884242745616,8
TUR,combo,0.20,3225.466276018394,8
TUR,combo,0.50,6762.4257729536985,8
TUR,combo,afford,12689.075760464812,8
TUR,diet,0.20,875.2241742072674,8
TUR,diet,0.50,875.2241742072674,8
TUR,diet,afford,875.2241742072674,8
TUR,glp1,0.20,2364.1427407328065,8
TUR,glp1,0.50,5921.894211636674,8
TUR,glp1,afford,11883.036096120222,8
USA,combo,0.20,14598.276697750458,8
USA,combo,0.50,29306.43685906185,8
USA,combo,afford,53890.89639302562,8
USA,diet,0.20,4810.308030503584,8
USA,diet,0.50,4810.308030503584,8
USA,diet,afford,4810.308030503584,8
USA,glp1,0.20,9866.21171657613,8
USA,glp1,0.50,24691.13811382209,8
USA,glp1,afford,49468.586686231145,8
ZAF,combo,0.20,650.160469038261,8
ZAF,combo,0.50,1581.2040292608365,8
ZAF,combo,afford,2515.068830695107,8
ZAF,diet,0.20,31.005232168663497,8
ZAF,diet,0.50,31.005232168663497,8
ZAF,diet,afford,31.005232168663497,8
ZAF,glp1,0.20,619.5635693808526,8
ZAF,glp1,0.50,1551.2171719433445,8
ZAF,glp1,afford,2485.68904854202,8
AUS,combo,0.20,801.0076353109948,9
AUS,combo,0.50,1491.8002355373128,9
AUS,combo,afford,2645.945198507447,9
AUS,diet,0.20,341.17436999944675,9
AUS,diet,0.50,341.17436999944675,9
AUS,diet,afford,341.17436999944675,9
AUS,glp1,0.20,464.92850579993774,9
AUS,glp1,0.50,1163.3313455890398,9
AUS,glp1,afford,2330.0714043088124,9
BGD,combo,0.20,5058.515602694456,9
