ISO3_code,Time,AgeGrp,AgeGrpStart,PopMale,PopFemale,PopTotal
NZL,2043,55-59,55,171.501,174.607,346.108
NZL,2043,60-64,60,153.293,157.186,310.479
NZL,2043,65-69,65,141.506,148.584,290.089
NZL,2043,70-74,70,144.6,156.444,301.043
NZL,2043,75-79,75,125.79,140.407,266.197
NZL,2043,80-84,80,103.009,121.475,224.484
NZL,2043,85-89,85,62.242,79.258,141.5
NZL,2043,90-94,90,26.299,37.782,64.081
NZL,2043,95-99,95,5.971,10.355,16.326
NZL,2043,100+,100,0.516,1.165,1.682
NZL,2053,0-4,0,145.989,137.858,283.847
NZL,2053,5-9,5,151.659,142.51,294.168
NZL,2053,10-14,10,153.628,143.954,297.582
NZL,2053,15-19,15,154.547,144.675,299.221
NZL,2053,20-24,20,170.133,159.757,329.891
NZL,2053,25-29,25,183.194,171.318,354.512
NZL,2053,30-34,30,183.885,171.272,355.157
NZL,2053,35-39,35,188.704,174.779,363.483
NZL,2053,40-44,40,195.552,181.871,377.423
NZL,2053,45-49,45,184.272,171.565,355.837
NZL,2053,50-54,50,172.165,159.069,331.233
NZL,2053,55-59,55,178.204,165.262,343.466
NZL,2053,60-64,60,188.619,186.096,374.716
NZL,2053,65-69,65,164.383,169.169,333.553
NZL,2053,70-74,70,143.321,149.339,292.661
NZL,2053,75-79,75,125.413,135.435,260.848
NZL,2053,80-84,80,114.162,130.357,244.518
NZL,2053,85-89,85,77.708,96.058,173.767
NZL,2053,90-94,90,38.431,54.313,92.745
NZL,2053,95-99,95,9.134,15.378,24.512
NZL,2053,100+,100,0.941,1.953,2.894
