iso3,outcome,glp1_channel,conv_wt,deaths,deaths_lo,deaths_hi
BGR,IschStroke,完全汇流-结构可及,1.0,35.722122414906984,9.027303615083945,72.75963888915139
BGR,IschStroke,纯直接效应-结构不可及,0.0,0.591045259719896,-5.261698276780286,8.828431736728204
BGR,IschStroke,部分汇流-结构小部可及,0.1706666666666666,7.567811579114608,-5.67695629514098,22.981023377793925
BGR,SAH,基本不汇流-结构近乎不可及,0.0299999999999999,0.5422874220043178,-0.03555287549084945,1.106030355655438
BGR,SAH,完全汇流-结构可及,1.0,1.059190340280867,0.2428786774262976,2.275553971772406
BGR,SAH,纯直接效应-结构不可及,0.0,-0.3508893878386279,-2.2549585807974806,1.4000166936788554
BGR,T2D,完全汇流-结构可及,1.0,7.45341377171837,1.7901515343976264,14.920308854587976
BGR,T2D,纯直接效应-结构不可及,0.0,0.2221801685565461,0.08353379526295993,0.4132076790862454
BRA,CKD,完全汇流-结构可及,1.0,12.088568176409453,4.220254664467265,24.510203484190274
BRA,ICH,基本不汇流-结构近乎不可及,0.024,1.8493300248716016,-0.13453648234229215,3.7307986807588924
BRA,ICH,完全汇流-结构可及,1.0,2.1360904611928246,0.012429404643958366,6.467698914761768
BRA,ICH,纯直接效应-结构不可及,0.0,-2.670612780733435,-14.23787061173316,6.473994091846848
BRA,ICH,部分汇流-结构小部可及,0.119,0.6832433898938438,-0.043224950832609826,2.0456774915575475
BRA,IHD,基本不汇流-结构近乎不可及,0.006,1.0876637387950552,-0.5505604923676186,3.843120764302736
BRA,IHD,完全汇流-结构可及,1.0,6.91981773996475,0.03814077009814321,20.932019505242984
BRA,IHD,纯直接效应-结构不可及,0.0,23.48374814205045,0.13318081204699486,54.1798547123008
BRA,IHD,部分汇流-结构小部可及,0.2012,32.47900224900446,11.273695087979977,56.26297935100005
BRA,IschStroke,完全汇流-结构可及,1.0,3.861933496555455,0.1757155039859331,11.48334646867067
BRA,IschStroke,纯直接效应-结构不可及,0.0,0.6904671222841396,-0.9290167610492804,3.2518513259048865
BRA,IschStroke,部分汇流-结构小部可及,0.1706666666666666,2.7580180140250805,-1.4667567392076961,7.36753112783132
BRA,SAH,基本不汇流-结构近乎不可及,0.0299999999999999,0.8848005619711552,-0.062275079786037975,1.9875994097493856
BRA,SAH,完全汇流-结构可及,1.0,0.5715578798495783,0.0019399852644300735,1.8640657741786077
BRA,SAH,纯直接效应-结构不可及,0.0,-0.9104875281917422,-4.960760272545812,2.2509924720040564
BRA,T2D,完全汇流-结构可及,1.0,11.664357379430763,1.406630520764206,26.23458510342
BRA,T2D,纯直接效应-结构不可及,0.0,0.35473143478102,0.10794479252558584,0.7129869136600635
CAN,CKD,完全汇流-结构可及,1.0,4.546326910364829,1.292935751057561,10.48311252286525
CAN,ICH,基本不汇流-结构近乎不可及,0.024,0.5426553287894218,-0.03343113843485952,1.1724780309982004
CAN,ICH,完全汇流-结构可及,1.0,0.6231148139617855,0.002548586338369202,2.1183210843257934
CAN,ICH,纯直接效应-结构不可及,0.0,-0.7387169258498595,-3.452325083592612,1.6256281147006244
CAN,ICH,部分汇流-结构小部可及,0.119,0.0353521786418897,-0.00038162035731800537,0.22342195740734774
CAN,IHD,基本不汇流-结构近乎不可及,0.006,12.785132788563546,-22.739367233773816,44.143682237809394
CAN,IHD,完全汇流-结构可及,1.0,4.51259223622128,0.01964136770622405,15.175600141248072
CAN,IHD,纯直接效应-结构不可及,0.0,15.957158762162624,-3.0544389106525296,40.991766951595366
CAN,IHD,部分汇流-结构小部可及,0.2012,19.04336614877945,7.050710706927483,35.54308429448432
CAN,IschStroke,完全汇流-结构可及,1.0,1.3637575988411457,0.08605319133786672,4.566493575761907
CAN,IschStroke,纯直接效应-结构不可及,0.0,0.044209003529566,-0.4036017615262653,0.6800071969127226
CAN,IschStroke,部分汇流-结构小部可及,0.1706666666666666,0.7180004381777959,-0.8554038901119718,2.452207074172197
CAN,SAH,基本不汇流-结构近乎不可及,0.0299999999999999,0.2592636133643016,-0.016263424530801117,0.6075439338178895
CAN,SAH,完全汇流-结构可及,1.0,0.2236023353906098,0.001074223649673661,0.7973322297573914
CAN,SAH,纯直接效应-结构不可及,0.0,-0.3679619309187967,-1.6753422766122765,0.7510125654666294
CAN,T2D,完全汇流-结构可及,1.0,5.3126853703519785,1.0893883578441643,10.635327804870387
CAN,T2D,纯直接效应-结构不可及,0.0,0.0722848023108751,0.018649537761029004,0.15169260145410646
CHN,CKD,完全汇流-结构可及,1.0,2.345413381071081,0.4858170182335398,6.079241490840203
CHN,ICH,基本不汇流-结构近乎不可及,0.024,5.344812646435716,-0.31788034831310397,11.845411923954417
CHN,ICH,完全汇流-结构可及,1.0,14.61033196398906,3.757440326449434,31.47164470688523
CHN,ICH,纯直接效应-结构不可及,0.0,-5.241686414327006,-28.576903670609067,13.401604715800287
CHN,ICH,部分汇流-结构小部可及,0.119,-1.443874105198226e-05,-9.023913239951186e-05,2.018665811658058e-06
CHN,IHD,基本不汇流-结构近乎不可及,0.006,4.140506392962099,-6.228711578757841,20.6531497857518
CHN,IHD,完全汇流-结构可及,1.0,21.0914655697697,4.2300759841599715,47.11544275222275
CHN,IHD,纯直接效应-结构不可及,0.0,28.50762213543468,-7.3375725327915555,79.73920816996085
CHN,IHD,部分汇流-结构小部可及,0.2012,44.65803218382408,11.497088512350558,90.20415883937898
CHN,IschStroke,完全汇流-结构可及,1.0,10.384223396071851,2.293591835762198,23.609134813430227
