iso3,yr,cum_averted,gdd_var,factor
GBR,21,25257.3,v08,Whole grains
GLB,21,2439516.6,v08,Whole grains
IND,21,430391.1,v08,Whole grains
ISR,21,1654.4,v08,Whole grains
JPN,21,46334.8,v08,Whole grains
MEX,21,2327.1,v08,Whole grains
NGA,21,8395.0,v08,Whole grains
NZL,21,2614.0,v08,Whole grains
ROU,21,12935.2,v08,Whole grains
TUR,21,29450.6,v08,Whole grains
USA,21,141932.3,v08,Whole grains
ZAF,21,1187.2,v08,Whole grains
AUS,22,13023.3,v08,Whole grains
BGD,22,133743.8,v08,Whole grains
BGR,22,6287.9,v08,Whole grains
BRA,22,67389.1,v08,Whole grains
CAN,22,10559.3,v08,Whole grains
CHN,22,745113.2,v08,Whole grains
DEU,22,39116.5,v08,Whole grains
EGY,22,19301.0,v08,Whole grains
GBR,22,27725.3,v08,Whole grains
GLB,22,2697099.5,v08,Whole grains
IND,22,473888.5,v08,Whole grains
ISR,22,1833.1,v08,Whole grains
JPN,22,50567.8,v08,Whole grains
MEX,22,2586.2,v08,Whole grains
NGA,22,9372.6,v08,Whole grains
NZL,22,2873.9,v08,Whole grains
ROU,22,13982.6,v08,Whole grains
TUR,22,32484.7,v08,Whole grains
USA,22,156318.5,v08,Whole grains
ZAF,22,1312.8,v08,Whole grains
AUS,23,14266.8,v08,Whole grains
BGD,23,146088.4,v08,Whole grains
BGR,23,6747.4,v08,Whole grains
BRA,23,74227.0,v08,Whole grains
CAN,23,11606.5,v08,Whole grains
CHN,23,818333.5,v08,Whole grains
DEU,23,42584.2,v08,Whole grains
EGY,23,21125.0,v08,Whole grains
GBR,23,30252.7,v08,Whole grains
GLB,23,2962987.9,v08,Whole grains
IND,23,518630.4,v08,Whole grains
ISR,23,2018.4,v08,Whole grains
JPN,23,54868.0,v08,Whole grains
MEX,23,2855.5,v08,Whole grains
NGA,23,10398.3,v08,Whole grains
NZL,23,3140.3,v08,Whole grains
ROU,23,15035.9,v08,Whole grains
TUR,23,35618.1,v08,Whole grains
USA,23,171028.4,v08,Whole grains
ZAF,23,1442.9,v08,Whole grains
AUS,24,15542.8,v08,Whole grains
BGD,24,158722.3,v08,Whole grains
BGR,24,7206.0,v08,Whole grains
BRA,24,81272.7,v08,Whole grains
CAN,24,12680.8,v08,Whole grains
CHN,24,893413.9,v08,Whole grains
DEU,24,46104.7,v08,Whole grains
EGY,24,22998.0,v08,Whole grains
GBR,24,32833.6,v08,Whole grains
GLB,24,3236548.7,v08,Whole grains
IND,24,564514.2,v08,Whole grains
ISR,24,2210.2,v08,Whole grains
JPN,24,59227.3,v08,Whole grains
MEX,24,3134.3,v08,Whole grains
NGA,24,11470.6,v08,Whole grains
NZL,24,3412.7,v08,Whole grains
ROU,24,16093.1,v08,Whole grains
TUR,24,38844.2,v08,Whole grains
USA,24,186016.4,v08,Whole grains
ZAF,24,1577.3,v08,Whole grains
AUS,25,16848.8,v08,Whole grains
BGD,25,171619.3,v08,Whole grains
BGR,25,7662.9,v08,Whole grains
BRA,25,88507.8,v08,Whole grains
CAN,25,13779.3,v08,Whole grains
CHN,25,970134.8,v08,Whole grains
DEU,25,49667.7,v08,Whole grains
EGY,25,24915.1,v08,Whole grains
GBR,25,35462.3,v08,Whole grains
GLB,25,3517164.5,v08,Whole grains
IND,25,611437.1,v08,Whole grains
ISR,25,2408.1,v08,Whole grains
JPN,25,63638.0,v08,Whole grains
MEX,25,3422.0,v08,Whole grains
NGA,25,12588.1,v08,Whole grains
NZL,25,3690.4,v08,Whole grains
ROU,25,17152.2,v08,Whole grains
TUR,25,42156.3,v08,Whole grains
USA,25,201240.8,v08,Whole grains
ZAF,25,1715.8,v08,Whole grains
AUS,26,18182.6,v08,Whole grains
BGD,26,184752.7,v08,Whole grains
BGR,26,8117.4,v08,Whole grains
BRA,26,95914.5,v08,Whole grains
CAN,26,14899.1,v08,Whole grains
CHN,26,1048281.2,v08,Whole grains
DEU,26,53263.7,v08,Whole grains
EGY,26,26871.0,v08,Whole grains
GBR,26,38133.1,v08,Whole grains
GLB,26,3804228.3,v08,Whole grains
IND,26,659294.2,v08,Whole grains
ISR,26,2612.0,v08,Whole grains
JPN,26,68093.2,v08,Whole grains
MEX,26,3718.1,v08,Whole grains
NGA,26,13749.1,v08,Whole grains
NZL,26,3972.8,v08,Whole grains
ROU,26,18211.5,v08,Whole grains
TUR,26,45547.8,v08,Whole grains
USA,26,216663.2,v08,Whole grains
ZAF,26,1858.2,v08,Whole grains
AUS,27,19541.9,v08,Whole grains
BGD,27,198094.7,v08,Whole grains
BGR,27,8568.8,v08,Whole grains
BRA,27,103474.5,v08,Whole grains
CAN,27,16037.7,v08,Whole grains
CHN,27,1127643.2,v08,Whole grains
DEU,27,56883.6,v08,Whole grains
EGY,27,28859.9,v08,Whole grains
GBR,27,40840.9,v08,Whole grains
GLB,27,4097138.4,v08,Whole grains
IND,27,707978.2,v08,Whole grains
ISR,27,2821.6,v08,Whole grains
JPN,27,72586.2,v08,Whole grains
MEX,27,4021.8,v08,Whole grains
NGA,27,14951.5,v08,Whole grains
NZL,27,4259.5,v08,Whole grains
ROU,27,19269.1,v08,Whole grains
TUR,27,49011.4,v08,Whole grains
USA,27,232248.3,v08,Whole grains
ZAF,27,2004.3,v08,Whole grains
AUS,28,20924.8,v08,Whole grains
BGD,28,211616.8,v08,Whole grains
BGR,28,9016.4,v08,Whole grains
BRA,28,111170.0,v08,Whole grains
CAN,28,17192.6,v08,Whole grains
CHN,28,1208015.7,v08,Whole grains
DEU,28,60519.2,v08,Whole grains
EGY,28,30875.8,v08,Whole grains
GBR,28,43580.1,v08,Whole grains
GLB,28,4395293.2,v08,Whole grains
IND,28,757377.8,v08,Whole grains
ISR,28,3036.8,v08,Whole grains
JPN,28,77110.2,v08,Whole grains
MEX,28,4332.6,v08,Whole grains
NGA,28,16193.4,v08,Whole grains
NZL,28,4549.9,v08,Whole grains
ROU,28,20323.3,v08,Whole grains
TUR,28,52540.1,v08,Whole grains
USA,28,247963.3,v08,Whole grains
ZAF,28,2153.7,v08,Whole grains
AUS,29,22329.2,v08,Whole grains
BGD,29,225289.0,v08,Whole grains
BGR,29,9459.6,v08,Whole grains
BRA,29,118982.7,v08,Whole grains
CAN,29,18361.4,v08,Whole grains
CHN,29,1289198.7,v08,Whole grains
DEU,29,64162.7,v08,Whole grains
EGY,29,32912.1,v08,Whole grains
GBR,29,46345.9,v08,Whole grains
GLB,29,4698087.8,v08,Whole grains
IND,29,807377.8,v08,Whole grains
ISR,29,3257.3,v08,Whole grains
JPN,29,81658.7,v08,Whole grains
MEX,29,4649.7,v08,Whole grains
NGA,29,17472.4,v08,Whole grains
NZL,29,4843.6,v08,Whole grains
ROU,29,21372.2,v08,Whole grains
TUR,29,56126.0,v08,Whole grains
USA,29,263777.8,v08,Whole grains
ZAF,29,2306.4,v08,Whole grains
AUS,30,23753.1,v08,Whole grains
BGD,30,239079.9,v08,Whole grains
BGR,30,9897.6,v08,Whole grains
BRA,30,126894.5,v08,Whole grains
CAN,30,19542.1,v08,Whole grains
CHN,30,1370997.3,v08,Whole grains
DEU,30,67806.9,v08,Whole grains
EGY,30,34962.1,v08,Whole grains
GBR,30,49133.0,v08,Whole grains
GLB,30,5004909.6,v08,Whole grains
IND,30,857858.7,v08,Whole grains
ISR,30,3482.9,v08,Whole grains
JPN,30,86225.1,v08,Whole grains
MEX,30,4972.6,v08,Whole grains
NGA,30,18786.0,v08,Whole grains
NZL,30,5140.1,v08,Whole grains
ROU,30,22414.1,v08,Whole grains
TUR,30,59761.2,v08,Whole grains
USA,30,279663.4,v08,Whole grains
ZAF,30,2462.0,v08,Whole grains
AUS,1,0.0,v15,Red meat
BGD,1,0.0,v15,Red meat
BGR,1,0.0,v15,Red meat
BRA,1,0.0,v15,Red meat
CAN,1,0.0,v15,Red meat
CHN,1,0.0,v15,Red meat
DEU,1,0.0,v15,Red meat
EGY,1,0.0,v15,Red meat
GBR,1,0.0,v15,Red meat
GLB,1,0.0,v15,Red meat
IND,1,0.0,v15,Red meat
ISR,1,0.0,v15,Red meat
JPN,1,0.0,v15,Red meat
MEX,1,0.0,v15,Red meat
NGA,1,0.0,v15,Red meat
NZL,1,0.0,v15,Red meat
ROU,1,0.0,v15,Red meat
TUR,1,0.0,v15,Red meat
USA,1,0.0,v15,Red meat
ZAF,1,0.0,v15,Red meat
AUS,2,0.7,v15,Red meat
BGD,2,0.2,v15,Red meat
BGR,2,0.5,v15,Red meat
BRA,2,3.7,v15,Red meat
CAN,2,0.6,v15,Red meat
CHN,2,9.4,v15,Red meat
DEU,2,4.5,v15,Red meat
EGY,2,2.9,v15,Red meat
GBR,2,1.8,v15,Red meat
GLB,2,93.4,v15,Red meat
IND,2,8.2,v15,Red meat
ISR,2,0.2,v15,Red meat
JPN,2,1.1,v15,Red meat
MEX,2,6.1,v15,Red meat
NGA,2,0.3,v15,Red meat
NZL,2,0.2,v15,Red meat
ROU,2,2.4,v15,Red meat
TUR,2,3.5,v15,Red meat
USA,2,22.7,v15,Red meat
ZAF,2,0.2,v15,Red meat
AUS,3,2.3,v15,Red meat
BGD,3,0.5,v15,Red meat
BGR,3,1.6,v15,Red meat
BRA,3,13.0,v15,Red meat
CAN,3,2.2,v15,Red meat
CHN,3,32.4,v15,Red meat
DEU,3,15.4,v15,Red meat
EGY,3,9.4,v15,Red meat
GBR,3,6.0,v15,Red meat
GLB,3,323.0,v15,Red meat
IND,3,28.2,v15,Red meat
ISR,3,0.6,v15,Red meat
JPN,3,3.7,v15,Red meat
MEX,3,21.4,v15,Red meat
NGA,3,1.1,v15,Red meat
NZL,3,0.5,v15,Red meat
ROU,3,7.7,v15,Red meat
TUR,3,12.0,v15,Red meat
USA,3,77.3,v15,Red meat
ZAF,3,0.7,v15,Red meat
AUS,4,5.2,v15,Red meat
BGD,4,1.2,v15,Red meat
BGR,4,3.7,v15,Red meat
BRA,4,30.4,v15,Red meat
CAN,4,5.2,v15,Red meat
CHN,4,75.0,v15,Red meat
DEU,4,35.3,v15,Red meat
EGY,4,21.2,v15,Red meat
GBR,4,13.9,v15,Red meat
GLB,4,751.0,v15,Red meat
IND,4,65.2,v15,Red meat
ISR,4,1.4,v15,Red meat
JPN,4,8.5,v15,Red meat
MEX,4,50.7,v15,Red meat
NGA,4,2.5,v15,Red meat
NZL,4,1.2,v15,Red meat
ROU,4,17.2,v15,Red meat
TUR,4,27.6,v15,Red meat
USA,4,177.6,v15,Red meat
ZAF,4,1.6,v15,Red meat
AUS,5,10.0,v15,Red meat
BGD,5,2.3,v15,Red meat
BGR,5,7.1,v15,Red meat
BRA,5,59.4,v15,Red meat
CAN,5,10.2,v15,Red meat
CHN,5,145.5,v15,Red meat
DEU,5,67.1,v15,Red meat
EGY,5,40.1,v15,Red meat
GBR,5,26.8,v15,Red meat
GLB,5,1457.5,v15,Red meat
IND,5,125.9,v15,Red meat
ISR,5,2.7,v15,Red meat
JPN,5,16.3,v15,Red meat
MEX,5,100.0,v15,Red meat
NGA,5,4.8,v15,Red meat
NZL,5,2.2,v15,Red meat
ROU,5,32.0,v15,Red meat
TUR,5,52.9,v15,Red meat
USA,5,341.4,v15,Red meat
ZAF,5,3.1,v15,Red meat
AUS,6,17.3,v15,Red meat
BGD,6,3.9,v15,Red meat
BGR,6,12.1,v15,Red meat
BRA,6,103.9,v15,Red meat
CAN,6,17.9,v15,Red meat
CHN,6,253.2,v15,Red meat
DEU,6,114.1,v15,Red meat
EGY,6,68.3,v15,Red meat
GBR,6,46.0,v15,Red meat
GLB,6,2532.5,v15,Red meat
IND,6,217.5,v15,Red meat
ISR,6,4.8,v15,Red meat
JPN,6,28.0,v15,Red meat
MEX,6,176.4,v15,Red meat
NGA,6,8.2,v15,Red meat
NZL,6,3.8,v15,Red meat
ROU,6,53.7,v15,Red meat
TUR,6,91.1,v15,Red meat
USA,6,589.0,v15,Red meat
ZAF,6,5.5,v15,Red meat
AUS,7,27.6,v15,Red meat
BGD,7,6.1,v15,Red meat
BGR,7,19.0,v15,Red meat
BRA,7,167.6,v15,Red meat
CAN,7,29.0,v15,Red meat
CHN,7,407.6,v15,Red meat
DEU,7,178.9,v15,Red meat
EGY,7,107.8,v15,Red meat
GBR,7,73.1,v15,Red meat
GLB,7,4062.6,v15,Red meat
IND,7,346.7,v15,Red meat
ISR,7,7.7,v15,Red meat
JPN,7,44.3,v15,Red meat
MEX,7,286.7,v15,Red meat
NGA,7,13.1,v15,Red meat
NZL,7,6.0,v15,Red meat
ROU,7,83.2,v15,Red meat
TUR,7,145.1,v15,Red meat
USA,7,939.4,v15,Red meat
ZAF,7,9.0,v15,Red meat
AUS,8,41.4,v15,Red meat
BGD,8,9.1,v15,Red meat
BGR,8,28.1,v15,Red meat
BRA,8,253.6,v15,Red meat
CAN,8,44.1,v15,Red meat
CHN,8,616.2,v15,Red meat
DEU,8,263.0,v15,Red meat
EGY,8,160.2,v15,Red meat
GBR,8,108.8,v15,Red meat
GLB,8,6117.4,v15,Red meat
IND,8,518.4,v15,Red meat
ISR,8,11.6,v15,Red meat
JPN,8,65.7,v15,Red meat
MEX,8,436.6,v15,Red meat
NGA,8,19.7,v15,Red meat
NZL,8,8.9,v15,Red meat
ROU,8,121.1,v15,Red meat
TUR,8,217.1,v15,Red meat
USA,8,1407.8,v15,Red meat
ZAF,8,13.7,v15,Red meat
AUS,9,58.9,v15,Red meat
BGD,9,12.9,v15,Red meat
BGR,9,39.3,v15,Red meat
BRA,9,364.0,v15,Red meat
CAN,9,63.5,v15,Red meat
CHN,9,884.0,v15,Red meat
DEU,9,367.0,v15,Red meat
EGY,9,226.2,v15,Red meat
GBR,9,153.7,v15,Red meat
GLB,9,8741.2,v15,Red meat
IND,9,735.4,v15,Red meat
ISR,9,16.7,v15,Red meat
JPN,9,92.5,v15,Red meat
MEX,9,630.0,v15,Red meat
NGA,9,28.1,v15,Red meat
NZL,9,12.5,v15,Red meat
ROU,9,167.5,v15,Red meat
TUR,9,308.5,v15,Red meat
USA,9,2003.3,v15,Red meat
ZAF,9,19.7,v15,Red meat
AUS,10,80.2,v15,Red meat
BGD,10,17.4,v15,Red meat
BGR,10,52.7,v15,Red meat
BRA,10,500.0,v15,Red meat
CAN,10,87.5,v15,Red meat
CHN,10,1213.3,v15,Red meat
DEU,10,490.5,v15,Red meat
EGY,10,305.9,v15,Red meat
GBR,10,207.9,v15,Red meat
GLB,10,11953.1,v15,Red meat
IND,10,998.0,v15,Red meat
ISR,10,22.9,v15,Red meat
JPN,10,124.6,v15,Red meat
MEX,10,869.0,v15,Red meat
NGA,10,38.4,v15,Red meat
NZL,10,17.0,v15,Red meat
ROU,10,221.8,v15,Red meat
TUR,10,419.8,v15,Red meat
USA,10,2729.3,v15,Red meat
ZAF,10,27.3,v15,Red meat
AUS,11,105.1,v15,Red meat
BGD,11,22.6,v15,Red meat
BGR,11,67.9,v15,Red meat
BRA,11,661.8,v15,Red meat
CAN,11,116.1,v15,Red meat
CHN,11,1604.0,v15,Red meat
DEU,11,632.5,v15,Red meat
EGY,11,399.0,v15,Red meat
GBR,11,271.1,v15,Red meat
GLB,11,15751.7,v15,Red meat
IND,11,1305.1,v15,Red meat
ISR,11,30.3,v15,Red meat
JPN,11,161.7,v15,Red meat
MEX,11,1153.9,v15,Red meat
NGA,11,50.6,v15,Red meat
NZL,11,22.1,v15,Red meat
ROU,11,283.4,v15,Red meat
TUR,11,551.0,v15,Red meat
USA,11,3584.1,v15,Red meat
ZAF,11,36.3,v15,Red meat
AUS,12,133.6,v15,Red meat
BGD,12,28.4,v15,Red meat
BGR,12,84.9,v15,Red meat
BRA,12,849.1,v15,Red meat
CAN,12,149.2,v15,Red meat
CHN,12,2054.5,v15,Red meat
DEU,12,791.6,v15,Red meat
EGY,12,504.7,v15,Red meat
GBR,12,342.7,v15,Red meat
GLB,12,20121.2,v15,Red meat
IND,12,1654.3,v15,Red meat
ISR,12,38.8,v15,Red meat
JPN,12,203.4,v15,Red meat
MEX,12,1484.0,v15,Red meat
NGA,12,64.6,v15,Red meat
NZL,12,28.0,v15,Red meat
ROU,12,351.3,v15,Red meat
TUR,12,701.5,v15,Red meat
USA,12,4562.6,v15,Red meat
ZAF,12,46.8,v15,Red meat
AUS,13,165.5,v15,Red meat
BGD,13,34.9,v15,Red meat
BGR,13,103.3,v15,Red meat
BRA,13,1061.0,v15,Red meat
CAN,13,186.7,v15,Red meat
CHN,13,2562.1,v15,Red meat
DEU,13,966.5,v15,Red meat
EGY,13,622.2,v15,Red meat
GBR,13,422.3,v15,Red meat
GLB,13,25037.4,v15,Red meat
IND,13,2042.8,v15,Red meat
ISR,13,48.5,v15,Red meat
JPN,13,249.3,v15,Red meat
MEX,13,1858.1,v15,Red meat
NGA,13,80.6,v15,Red meat
NZL,13,34.5,v15,Red meat
ROU,13,424.8,v15,Red meat
TUR,13,870.4,v15,Red meat
USA,13,5657.7,v15,Red meat
ZAF,13,58.7,v15,Red meat
AUS,14,200.4,v15,Red meat
BGD,14,41.9,v15,Red meat
BGR,14,123.0,v15,Red meat
BRA,14,1296.4,v15,Red meat
CAN,14,228.3,v15,Red meat
CHN,14,3123.6,v15,Red meat
DEU,14,1155.7,v15,Red meat
EGY,14,750.8,v15,Red meat
GBR,14,509.1,v15,Red meat
GLB,14,30471.6,v15,Red meat
IND,14,2467.5,v15,Red meat
ISR,14,59.2,v15,Red meat
JPN,14,299.0,v15,Red meat
MEX,14,2274.3,v15,Red meat
NGA,14,98.3,v15,Red meat
NZL,14,41.6,v15,Red meat
ROU,14,502.9,v15,Red meat
TUR,14,1056.8,v15,Red meat
USA,14,6860.9,v15,Red meat
ZAF,14,72.0,v15,Red meat
AUS,15,238.1,v15,Red meat
BGD,15,49.5,v15,Red meat
BGR,15,143.7,v15,Red meat
BRA,15,1554.1,v15,Red meat
CAN,15,273.8,v15,Red meat
CHN,15,3735.9,v15,Red meat
DEU,15,1358.0,v15,Red meat
EGY,15,889.7,v15,Red meat
GBR,15,602.6,v15,Red meat
GLB,15,36393.4,v15,Red meat
IND,15,2925.4,v15,Red meat
ISR,15,70.8,v15,Red meat
JPN,15,352.1,v15,Red meat
MEX,15,2730.7,v15,Red meat
NGA,15,117.8,v15,Red meat
NZL,15,49.2,v15,Red meat
ROU,15,585.0,v15,Red meat
TUR,15,1259.6,v15,Red meat
USA,15,8163.3,v15,Red meat
ZAF,15,86.7,v15,Red meat
AUS,16,278.5,v15,Red meat
BGD,16,57.4,v15,Red meat
BGR,16,165.4,v15,Red meat
BRA,16,1832.8,v15,Red meat
CAN,16,323.0,v15,Red meat
CHN,16,4395.6,v15,Red meat
DEU,16,1571.9,v15,Red meat
EGY,16,1038.1,v15,Red meat
GBR,16,702.3,v15,Red meat
GLB,16,42772.3,v15,Red meat
IND,16,3413.7,v15,Red meat
ISR,16,83.5,v15,Red meat
JPN,16,408.0,v15,Red meat
MEX,16,3225.5,v15,Red meat
NGA,16,139.0,v15,Red meat
NZL,16,57.4,v15,Red meat
ROU,16,670.5,v15,Red meat
TUR,16,1478.0,v15,Red meat
USA,16,9555.9,v15,Red meat
ZAF,16,102.6,v15,Red meat
AUS,17,321.3,v15,Red meat
BGD,17,65.7,v15,Red meat
BGR,17,187.7,v15,Red meat
BRA,17,2131.3,v15,Red meat
CAN,17,375.6,v15,Red meat
CHN,17,5099.7,v15,Red meat
DEU,17,1796.3,v15,Red meat
EGY,17,1195.4,v15,Red meat
GBR,17,807.5,v15,Red meat
GLB,17,49578.9,v15,Red meat
IND,17,3929.8,v15,Red meat
ISR,17,97.0,v15,Red meat
JPN,17,466.6,v15,Red meat
MEX,17,3756.7,v15,Red meat
NGA,17,161.9,v15,Red meat
NZL,17,66.0,v15,Red meat
ROU,17,758.8,v15,Red meat
TUR,17,1711.1,v15,Red meat
USA,17,11029.6,v15,Red meat
ZAF,17,119.7,v15,Red meat
AUS,18,366.4,v15,Red meat
BGD,18,74.4,v15,Red meat
BGR,18,210.7,v15,Red meat
BRA,18,2448.2,v15,Red meat
CAN,18,431.3,v15,Red meat
CHN,18,5845.2,v15,Red meat
DEU,18,2030.0,v15,Red meat
EGY,18,1361.0,v15,Red meat
GBR,18,917.8,v15,Red meat
GLB,18,56784.6,v15,Red meat
IND,18,4471.3,v15,Red meat
ISR,18,111.3,v15,Red meat
JPN,18,527.6,v15,Red meat
MEX,18,4322.5,v15,Red meat
NGA,18,186.4,v15,Red meat
NZL,18,75.0,v15,Red meat
ROU,18,849.4,v15,Red meat
TUR,18,1957.8,v15,Red meat
USA,18,12576.1,v15,Red meat
ZAF,18,138.0,v15,Red meat
AUS,19,413.5,v15,Red meat
BGD,19,83.4,v15,Red meat
BGR,19,234.2,v15,Red meat
BRA,19,2782.2,v15,Red meat
CAN,19,489.9,v15,Red meat
CHN,19,6629.2,v15,Red meat
DEU,19,2272.0,v15,Red meat
EGY,19,1534.4,v15,Red meat
GBR,19,1032.9,v15,Red meat
GLB,19,64362.5,v15,Red meat
IND,19,5036.1,v15,Red meat
ISR,19,126.4,v15,Red meat
JPN,19,590.5,v15,Red meat
MEX,19,4920.9,v15,Red meat
NGA,19,212.4,v15,Red meat
NZL,19,84.4,v15,Red meat
ROU,19,942.0,v15,Red meat
TUR,19,2217.5,v15,Red meat
USA,19,14187.1,v15,Red meat
ZAF,19,157.4,v15,Red meat
AUS,20,462.5,v15,Red meat
BGD,20,92.7,v15,Red meat
BGR,20,258.1,v15,Red meat
BRA,20,3132.2,v15,Red meat
CAN,20,551.1,v15,Red meat
CHN,20,7449.2,v15,Red meat
DEU,20,2521.2,v15,Red meat
EGY,20,1714.9,v15,Red meat
GBR,20,1152.1,v15,Red meat
GLB,20,72287.0,v15,Red meat
IND,20,5622.1,v15,Red meat
ISR,20,142.2,v15,Red meat
JPN,20,655.3,v15,Red meat
MEX,20,5550.3,v15,Red meat
NGA,20,240.1,v15,Red meat
NZL,20,94.1,v15,Red meat
ROU,20,1036.2,v15,Red meat
TUR,20,2489.4,v15,Red meat
USA,20,15855.1,v15,Red meat
ZAF,20,177.9,v15,Red meat
AUS,21,513.3,v15,Red meat
BGD,21,102.2,v15,Red meat
BGR,21,282.2,v15,Red meat
BRA,21,3496.8,v15,Red meat
CAN,21,614.8,v15,Red meat
CHN,21,8302.3,v15,Red meat
DEU,21,2776.7,v15,Red meat
EGY,21,1902.2,v15,Red meat
GBR,21,1275.2,v15,Red meat
GLB,21,80533.7,v15,Red meat
IND,21,6227.5,v15,Red meat
ISR,21,158.8,v15,Red meat
JPN,21,721.6,v15,Red meat
MEX,21,6208.9,v15,Red meat
NGA,21,269.3,v15,Red meat
NZL,21,104.1,v15,Red meat
ROU,21,1131.8,v15,Red meat
TUR,21,2772.7,v15,Red meat
USA,21,17572.8,v15,Red meat
ZAF,21,199.3,v15,Red meat
AUS,22,565.7,v15,Red meat
BGD,22,112.0,v15,Red meat
BGR,22,306.7,v15,Red meat
BRA,22,3875.0,v15,Red meat
CAN,22,680.7,v15,Red meat
CHN,22,9186.1,v15,Red meat
DEU,22,3037.4,v15,Red meat
EGY,22,2095.8,v15,Red meat
GBR,22,1401.8,v15,Red meat
GLB,22,89079.1,v15,Red meat
IND,22,6850.5,v15,Red meat
ISR,22,176.0,v15,Red meat
JPN,22,789.5,v15,Red meat
MEX,22,6895.0,v15,Red meat
NGA,22,299.9,v15,Red meat
NZL,22,114.5,v15,Red meat
ROU,22,1228.5,v15,Red meat
TUR,22,3066.6,v15,Red meat
USA,22,19333.7,v15,Red meat
ZAF,22,221.7,v15,Red meat
AUS,23,619.5,v15,Red meat
BGD,23,122.0,v15,Red meat
BGR,23,331.3,v15,Red meat
BRA,23,4265.5,v15,Red meat
CAN,23,748.5,v15,Red meat
CHN,23,10098.0,v15,Red meat
DEU,23,3302.5,v15,Red meat
EGY,23,2295.1,v15,Red meat
GBR,23,1531.6,v15,Red meat
GLB,23,97900.8,v15,Red meat
IND,23,7489.4,v15,Red meat
ISR,23,193.9,v15,Red meat
JPN,23,858.5,v15,Red meat
MEX,23,7607.0,v15,Red meat
NGA,23,332.0,v15,Red meat
NZL,23,125.0,v15,Red meat
ROU,23,1326.0,v15,Red meat
TUR,23,3370.5,v15,Red meat
USA,23,21131.7,v15,Red meat
ZAF,23,245.0,v15,Red meat
AUS,24,674.8,v15,Red meat
BGD,24,132.1,v15,Red meat
BGR,24,356.0,v15,Red meat
BRA,24,4667.3,v15,Red meat
CAN,24,818.1,v15,Red meat
CHN,24,11035.5,v15,Red meat
DEU,24,3571.2,v15,Red meat
EGY,24,2499.5,v15,Red meat
GBR,24,1664.2,v15,Red meat
GLB,24,106977.2,v15,Red meat
IND,24,8142.6,v15,Red meat
ISR,24,212.3,v15,Red meat
JPN,24,928.8,v15,Red meat
MEX,24,8343.1,v15,Red meat
NGA,24,365.6,v15,Red meat
NZL,24,135.8,v15,Red meat
ROU,24,1424.2,v15,Red meat
TUR,24,3683.7,v15,Red meat
USA,24,22961.1,v15,Red meat
ZAF,24,269.2,v15,Red meat
AUS,25,731.3,v15,Red meat
BGD,25,142.4,v15,Red meat
BGR,25,380.7,v15,Red meat
BRA,25,5079.1,v15,Red meat
CAN,25,889.2,v15,Red meat
CHN,25,11996.0,v15,Red meat
DEU,25,3842.7,v15,Red meat
EGY,25,2708.6,v15,Red meat
GBR,25,1799.3,v15,Red meat
GLB,25,116286.9,v15,Red meat
IND,25,8808.3,v15,Red meat
ISR,25,231.4,v15,Red meat
JPN,25,1000.0,v15,Red meat
MEX,25,9101.8,v15,Red meat
NGA,25,400.5,v15,Red meat
NZL,25,146.9,v15,Red meat
ROU,25,1522.8,v15,Red meat
TUR,25,4005.5,v15,Red meat
USA,25,24816.7,v15,Red meat
ZAF,25,294.2,v15,Red meat
AUS,26,789.0,v15,Red meat
BGD,26,152.8,v15,Red meat
BGR,26,405.5,v15,Red meat
BRA,26,5499.9,v15,Red meat
CAN,26,961.8,v15,Red meat
CHN,26,12977.2,v15,Red meat
DEU,26,4116.4,v15,Red meat
EGY,26,2921.7,v15,Red meat
GBR,26,1936.5,v15,Red meat
GLB,26,125809.4,v15,Red meat
IND,26,9484.9,v15,Red meat
ISR,26,251.1,v15,Red meat
JPN,26,1072.1,v15,Red meat
MEX,26,9881.2,v15,Red meat
NGA,26,436.8,v15,Red meat
NZL,26,158.0,v15,Red meat
ROU,26,1621.6,v15,Red meat
TUR,26,4335.1,v15,Red meat
USA,26,26693.8,v15,Red meat
ZAF,26,320.0,v15,Red meat
AUS,27,847.7,v15,Red meat
BGD,27,163.3,v15,Red meat
BGR,27,430.2,v15,Red meat
BRA,27,5928.6,v15,Red meat
CAN,27,1035.5,v15,Red meat
CHN,27,13976.4,v15,Red meat
DEU,27,4391.4,v15,Red meat
EGY,27,3138.2,v15,Red meat
GBR,27,2075.6,v15,Red meat
GLB,27,135524.0,v15,Red meat
IND,27,10170.9,v15,Red meat
ISR,27,271.3,v15,Red meat
JPN,27,1144.9,v15,Red meat
MEX,27,10679.8,v15,Red meat
NGA,27,474.3,v15,Red meat
NZL,27,169.4,v15,Red meat
ROU,27,1720.4,v15,Red meat
TUR,27,4671.8,v15,Red meat
USA,27,28588.0,v15,Red meat
ZAF,27,346.5,v15,Red meat
AUS,28,907.4,v15,Red meat
BGD,28,173.9,v15,Red meat
BGR,28,454.8,v15,Red meat
BRA,28,6364.1,v15,Red meat
CAN,28,1110.3,v15,Red meat
CHN,28,14991.4,v15,Red meat
DEU,28,4667.2,v15,Red meat
EGY,28,3357.3,v15,Red meat
GBR,28,2216.4,v15,Red meat
GLB,28,145410.3,v15,Red meat
IND,28,10864.4,v15,Red meat
ISR,28,292.0,v15,Red meat
JPN,28,1218.4,v15,Red meat
MEX,28,11495.8,v15,Red meat
