iso3,outcome,glp1_channel,conv_wt,deaths,deaths_lo,deaths_hi,rate_per_100k
BGD,CKD,完全汇流-结构可及,1.0,6866.11442485076,2068.546155737014,16126.813413516647,7.576150541432737
BGD,ICH,基本不汇流-结构近乎不可及,0.024,8829.526052501373,-503.9490890508791,21583.28145273723,9.742601775050774
BGD,ICH,完全汇流-结构可及,1.0,5854.880438518607,5.10933864599837,22218.173151965275,6.46034319552879
BGD,ICH,纯直接效应-结构不可及,0.0,6948.920183496202,-2800.184906605176,19006.584255040663,7.667519378940722
BGD,ICH,部分汇流-结构小部可及,0.119,6271.861061012556,-414.89344608487545,16664.2354704107,6.9204444658252235
BGD,IHD,基本不汇流-结构近乎不可及,0.006,24469.905623947136,-66104.32257266226,100285.01634347426,27.000378565014174
BGD,IHD,完全汇流-结构可及,1.0,13140.15825804068,13.865284271466074,46065.09307034438,14.49900350347432
BGD,IHD,纯直接效应-结构不可及,0.0,58236.08360101751,224.25802109797507,132516.01742943283,64.25837220362969
BGD,IHD,部分汇流-结构小部可及,0.2012,137776.8159360465,46377.27704861812,258559.34869119353,152.02454169316374
BGD,IschStroke,完全汇流-结构可及,1.0,6110.2341856567555,40.64541940840333,23917.888249476095,6.742103491080465
BGD,IschStroke,纯直接效应-结构不可及,0.0,2458.9236186014155,-1819.462937545005,8880.747194880081,2.7132049295571967
BGD,IschStroke,部分汇流-结构小部可及,0.17066666666666666,10963.525249910706,-8848.100303887419,37460.40966631566,12.097281317872572
BGD,SAH,基本不汇流-结构近乎不可及,0.029999999999999995,1666.023994263004,-116.85391768382817,4732.2888639501725,1.8383102589278415
BGD,SAH,完全汇流-结构可及,1.0,524.8442136008604,0.006166415927241086,2150.6924870420253,0.5791192116822937
BGD,SAH,纯直接效应-结构不可及,0.0,773.6132809885108,-350.9332148945791,2428.5298792095055,0.8536138949866184
BGD,T2D,完全汇流-结构可及,1.0,15191.496076771233,1907.8237609715504,36088.29622760053,16.762473519323166
BGD,T2D,纯直接效应-结构不可及,0.0,1302.6782840110732,538.6551066521007,2568.658318956102,1.4373903748243573
BGR,CKD,完全汇流-结构可及,1.0,420.5664096363282,111.32591444099636,897.5706833155838,7.908223318463939
BGR,ICH,基本不汇流-结构近乎不可及,0.024,174.17400418046628,-10.296408933488209,366.4348205070551,3.2751234757936776
BGR,ICH,完全汇流-结构可及,1.0,441.44656524422953,107.01763108637378,880.1408659694565,8.300848429951914
BGR,ICH,纯直接效应-结构不可及,0.0,-102.6312893964644,-668.5292898113025,435.4030218691407,-1.9298525450736148
BGR,ICH,部分汇流-结构小部可及,0.119,0.49087990907304235,-0.0074489331055038405,4.752306446453386,0.009230380397839476
BGR,IHD,基本不汇流-结构近乎不可及,0.006,773.1789238529798,-713.6856562213015,2872.214903404682,14.538658948645681
BGR,IHD,完全汇流-结构可及,1.0,2356.439785848925,570.7303437732924,4581.646137597858,44.30989169848561
BGR,IHD,纯直接效应-结构不可及,0.0,4257.959966190681,-412.12552583518027,9487.36930955471,80.0655913600724
BGR,IHD,部分汇流-结构小部可及,0.2012,4486.299390985927,1386.6609617009356,7836.09758360019,84.35922756666311
BGR,IschStroke,完全汇流-结构可及,1.0,1899.734512245026,480.08010360920525,3869.42286045481,35.722122414906984
BGR,IschStroke,纯直接效应-结构不可及,0.0,31.432317070839844,-279.8218340254159,469.5039187330867,0.591045259719896
BGR,IschStroke,部分汇流-结构小部可及,0.17066666666666666,402.4630079933896,-301.90562792219424,1222.1514368722476,7.5678115791146086
