sex,scenario,outcome,iso3,paf_base,paf_scen,averted_frac_alldeaths
male,feasible,T2D,ISR,0.26680544392053535,0.23324340483440287,0.03356203908613247
male,feasible,T2D,JPN,0.32150296841689047,0.2736038636471872,0.047899104769703264
male,feasible,T2D,MEX,0.254664633054482,0.23677285929749844,0.017891773756983566
male,feasible,T2D,NGA,0.14120814674147192,0.1357324931091211,0.0054756536323508085
male,feasible,T2D,NZL,0.33240073808654547,0.28545295256827796,0.04694778551826751
male,feasible,T2D,ROU,0.29505807653501587,0.2720964796062364,0.022961596928779443
male,feasible,T2D,TUR,0.14464063091246188,0.12354777169790883,0.021092859214553058
male,feasible,T2D,USA,0.41472027079556245,0.37785854336421537,0.03686172743134712
male,feasible,T2D,ZAF,0.2480643452965826,0.2378061192730004,0.01025822602358218
male,feasible,IschStroke,AUS,0.09130194255776819,0.07019203918989554,0.02110990336787265
male,feasible,IschStroke,BGD,0.22717918837395304,0.18918190898897505,0.037997279384977975
male,feasible,IschStroke,BGR,0.24244741579920853,0.19658136679926538,0.04586604899994315
male,feasible,IschStroke,BRA,0.16770562403054673,0.12805296354853898,0.03965266048200775
male,feasible,IschStroke,CAN,0.11745040113418032,0.0865529923057534,0.030897408828426915
male,feasible,IschStroke,CHN,0.2555387298208225,0.20230588037783212,0.05323284944299035
male,feasible,IschStroke,DEU,0.1307670038072804,0.09718895846890928,0.033578045338371124
male,feasible,IschStroke,EGY,0.0629042345673888,0.04831334151493685,0.014590893052451951
male,feasible,IschStroke,GBR,0.10351783238753835,0.07994725782605085,0.023570574561487503
male,feasible,IschStroke,GLB,0.196834477781792,0.14777113495770391,0.0490633428240881
male,feasible,IschStroke,IND,0.22547769743915574,0.1938147773877026,0.03166292005145313
male,feasible,IschStroke,ISR,0.09237694651636724,0.061607734720791334,0.03076921179557591
male,feasible,IschStroke,JPN,0.1407568418683888,0.10785450177930016,0.03290234008908864
male,feasible,IschStroke,MEX,0.12733398946276425,0.09498312974407037,0.032350859718693885
male,feasible,IschStroke,NGA,0.1094488440799445,0.1061752291150158,0.0032736149649286975
male,feasible,IschStroke,NZL,0.10174917057320837,0.07557810008650033,0.026171070486708033
male,feasible,IschStroke,ROU,0.24340068824382902,0.18919189643756212,0.054208791806266886
male,feasible,IschStroke,TUR,0.0696840060680987,0.05054098595328121,0.01914302011481749
male,feasible,IschStroke,USA,0.13335521507056575,0.09695998818941125,0.036395226881154485
male,feasible,IschStroke,ZAF,0.14646534604519532,0.14462911600012057,0.0018362300450747385
male,feasible,CKD,NZL,0.008878354396273713,0.000526646333343761,0.008351708062929952
male,feasible,CKD,JPN,0.03356122863457245,0.017639594625057486,0.015921634009514962
male,feasible,CKD,ISR,0.017230110914442376,0.0055163180943731405,0.011713792820069235
male,feasible,CKD,GLB,0.0375707022532894,0.021051018602418647,0.016519683650870753
male,feasible,CKD,NGA,0.0,0.0,0.0
male,feasible,CKD,CAN,0.019858243129001862,0.007911897093378473,0.01194634603562339
